,Degree_A,Clustering Coefficient_A,Betweenness_A,Closeness_A,Shortest Path_A,Eigenvector_A,E In_A,E Out_A,E In Over E Out_A,ODF_A,Expansion_A,Cut Ratio_A,Conductance_A,Normalised Cut_A,Triangle Participation_A,Degree_B,Clustering Coefficient_B,Betweenness_B,Closeness_B,Shortest Path_B,Eigenvector_B,E In_B,E Out_B,E In Over E Out_B,ODF_B,Expansion_B,Cut Ratio_B,Conductance_B,Normalised Cut_B,Triangle Participation_B,Shortest Path Length,Triadic Closure,Mean Deg. on Path,Median Deg. on Path,Max Deg. on Path,Min Deg. on Path,Var of Deg. on Path
graph_4_3_nodes_13_164,7.0,0.09523809523809523,0.005934546151832712,0.3761814744801512,2.658291457286432,0.0718799550936707,3.093,3.907,0.8303833333333335,0.5581428571428572,0.18766341980261134,0.022068161354691515,0.3916777777777778,0.3940514611009071,0.1772450665098501,10.0,0.15555555555555556,0.010223265864354,0.3719626168224299,2.6884422110552766,0.07919109771520767,6.169,3.831,1.8171904761904758,0.3831,0.15827511365320812,0.022060006298809984,0.2412687752563913,0.2436044641089241,0.2668992133492624,3,0,9.0,8.5,12,7,4.5
graph_1_5_nodes_138_159,8.0,0.14285714285714285,0.01808151632741611,0.3509700176366843,2.849246231155779,0.012007842996202715,5.0,3.0,1.666666666666667,0.375,0.1199861538461539,0.01714315270935961,0.2307692307692308,0.2325412331319007,0.2399723076923078,7.0,0.2380952380952381,0.007061628465062424,0.30381679389312977,3.2914572864321614,0.006598819644913313,6.0,1.0,6.0,0.1428571428571428,0.03942461538461538,0.005726568144499179,0.0769230769230769,0.07751514323450383,0.2759723076923077,4,0,8.4,8.0,10,7,1.04
graph_3_2_nodes_127_180,6.0,0.13333333333333333,0.004524683048916882,0.35727109515260325,2.798994974874372,0.03105944620422867,2.95,3.05,0.977,0.5083333333333333,0.13860936105983496,0.017160339345692853,0.3419714285714285,0.3437706156445785,0.1784116589058538,9.0,0.1388888888888889,0.009603120428680549,0.3651376146788991,2.738693467336684,0.03662961557533068,6.319,2.681,2.65775,0.2978888888888889,0.1757208885424742,0.014618042671414809,0.17711467356173238,0.1787024574421568,0.3810665528009412,3,0,10.5,9.5,17,6,16.25
graph_1_5_nodes_58_118,6.0,0.4666666666666667,0.0008992810155647187,0.2948148148148148,3.391959798994975,0.008123391940724832,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.2592592592592592,6.0,0.06666666666666668,0.009636770090866435,0.3075734157650695,3.251256281407035,0.006334343711798239,4.0,2.0,2.0,0.3333333333333333,0.09523809523809527,0.011173184357541895,0.20000000000000004,0.20118063754427384,0.1428571428571428,3,0,7.75,7.5,10,6,3.1875
graph_4_4_nodes_160_171,6.0,0.13333333333333333,0.004063074024243646,0.3378607809847199,2.9597989949748738,0.034730909625326205,2.47,3.53,0.7845,0.5883333333333333,0.20823839724410528,0.019856207516885938,0.4246393939393939,0.4268665895559249,0.17882019818867384,6.0,0.0,0.003943526759262471,0.3395904436860068,2.9447236180904524,0.04046311987169527,3.914,2.086,2.444,0.3476666666666666,0.0747139990050747,0.01236204072019779,0.2224978354978356,0.2238168134743678,0.0,3,0,7.5,6.5,11,6,4.25
graph_1_3_nodes_163_189,7.0,0.2380952380952381,0.009059237863986384,0.30335365853658536,3.2964824120603016,0.013197283279312836,6.0,1.0,6.0,0.1428571428571428,0.03846307692307691,0.005747093596059111,0.0769230769230769,0.07752152096855867,0.2692415384615384,6.0,0.4666666666666667,0.00021964886198334136,0.2992481203007519,3.3417085427135684,0.11424661788203802,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.2411781609195401,4,0,11.6,7.0,29,6,76.63999999999999
graph_3_3_nodes_69_93,10.0,0.1111111111111111,0.01287768577141787,0.3658088235294117,2.7336683417085426,0.06741172471744067,6.024,3.976,1.5275,0.3976000000000001,0.1394916505274745,0.023257341209731462,0.2484068627450981,0.2509075348393701,0.20995229639046972,4.0,0.0,0.0020150542746411627,0.3178913738019169,3.1457286432160805,0.021859057119170282,2.224,1.776,1.4626666666666666,0.444,0.10159791426338732,0.009763929373601049,0.2915047619047618,0.2926177823605948,0.0,4,0,7.8,9.0,11,4,7.760000000000002
graph_1_4_nodes_98_141,4.0,0.16666666666666666,0.0012840959380974939,0.2943786982248521,3.396984924623116,0.008899616392322889,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.125,6.0,0.4666666666666667,0.0018196254136944527,0.3042813455657493,3.2864321608040203,0.007864205157758205,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.33315151515151514,3,0,8.5,8.0,14,4,14.75
graph_4_3_nodes_23_90,7.0,0.09523809523809523,0.0056006253119662295,0.3559928443649374,2.809045226130653,0.05444851621726991,3.154,3.846,0.9093666666666668,0.5494285714285715,0.16860987527189647,0.022115825647640443,0.38625264180264185,0.3885892524938733,0.10108682671726904,4.0,0.0,0.0011709012466250355,0.3283828382838284,3.0452261306532664,0.032043340924621216,2.506,1.494,2.089,0.3735,0.05671956077664344,0.008711444347117852,0.2425047619047619,0.2434128081029301,0.0,3,0,8.5,7.5,15,4,16.25
graph_2_4_nodes_33_172,8.0,0.2,0.0055374335654446325,0.3283828382838284,3.0452261306532664,0.06304118507643021,6.0,2.0,3.0,0.25,0.08325365663322183,0.011365270164279516,0.1428571428571428,0.14407073509015247,0.20813414158305465,8.0,0.2857142857142857,0.0043305022456647906,0.3390119250425894,2.949748743718593,0.04536695438630592,7.0,1.0,7.0,0.125,0.04119701001092305,0.005691355103726833,0.06666666666666665,0.06727456940222899,0.3295760800873844,4,0,11.6,8.0,25,7,45.84
graph_4_5_nodes_45_113,12.0,0.07575757575757576,0.014382214926704991,0.37832699619771865,2.6432160804020097,0.07794936056178782,4.939,7.061,0.772334199134199,0.5884166666666667,0.3121995007099787,0.04051936585307535,0.4255661983011829,0.4299521057498775,0.13663191130239535,6.0,0.0,0.003009066441612699,0.3540925266903915,2.8241206030150754,0.04047297981355286,2.236,3.764,0.6401000000000001,0.6273333333333333,0.18386779101514905,0.021298880577183432,0.4649857142857143,0.4673213052126662,0.0,3,0,9.75,10.5,12,6,6.1875
graph_4_5_nodes_119_163,5.0,0.1,0.002839404031137825,0.34973637961335674,2.85929648241206,0.046785192304174335,2.929,2.071,1.4658333333333335,0.4142000000000001,0.0697567445527161,0.012300199237917312,0.2636706349206349,0.2649582751269095,0.08751975365415073,5.0,0.0,0.002633644030445355,0.3528368794326241,2.8341708542713566,0.038428809677069166,2.093,2.907,0.8924999999999998,0.5814,0.1386583623361852,0.016535754939841885,0.4270039682539683,0.42880804790888505,0.0,3,0,8.25,7.5,13,5,11.6875
graph_3_2_nodes_3_38,12.0,0.09090909090909093,0.023044698242460755,0.3812260536398467,2.623115577889448,0.05780801575283207,6.067,5.933,1.0547857142857142,0.4944166666666666,0.3260842570659572,0.03274136507038482,0.3305939407341885,0.3341003063851985,0.2879001213270783,14.0,0.054945054945054944,0.01866538275923592,0.38715953307393,2.582914572864321,0.07037127542343158,8.449,5.551,1.5623722222222225,0.3965,0.1940844213251052,0.03246218110448148,0.24851795298522986,0.25180856937394586,0.1956033152330861,3,0,9.25,9.0,14,5,14.6875
graph_2_1_nodes_90_131,9.0,0.16666666666666666,0.011081371641073662,0.3436960276338515,2.9095477386934667,0.032832909294329735,7.002000000000002,1.998,3.512,0.2220000000000001,0.06681556173794331,0.011750210981534635,0.1248764705882353,0.12606859470471746,0.2340445061074321,8.0,0.10714285714285714,0.006743869315811413,0.35346358792184723,2.8291457286432165,0.03625133371508039,6.98,1.02,6.92,0.1275,0.03412700994529124,0.005998128046349964,0.0681904761904762,0.06879938871960645,0.16674766172174066,2,0,8.333333333333334,8.0,9,8,0.2222222222222222
graph_3_3_nodes_53_157,4.0,0.0,0.002323525676300455,0.32676518883415434,3.0603015075376883,0.024607721324877062,1.037,2.963,0.3579999999999999,0.74075,0.1157140122588707,0.01711034933523467,0.5901333333333332,0.5919864534695087,0.0,5.0,0.0,0.0037728418977135032,0.3644688644688645,2.7437185929648242,0.053672828354444,1.999,3.0010000000000003,0.6674999999999999,0.6002,0.14625751709085028,0.016864670822084222,0.4289880952380952,0.4308672319271035,0.0,3,0,12.0,8.5,27,4,84.5
graph_1_5_nodes_23_155,9.0,0.25,0.00948791820392618,0.33671742808798644,2.969849246231156,0.015074961484503343,7.0,2.0,3.5,0.2222222222222223,0.07999076923076923,0.011428768472906404,0.125,0.12618483412322276,0.3199630769230769,5.0,0.1,0.007828907266388378,0.2983508245877061,3.3517587939698488,0.005573853122825817,3.998,1.002,3.995,0.2004,0.039504615384615374,0.00573799671592775,0.11138888888888893,0.11198073349876976,0.11803384615384616,4,0,9.0,7.0,17,5,17.6
graph_2_2_nodes_110_192,5.0,0.3,0.0017900003660687874,0.33614864864864863,2.9748743718592965,0.034415648050334625,3.996,1.004,3.9885,0.20080000000000006,0.03332192912760209,0.005910624208497458,0.11169444444444446,0.11230034784076966,0.1657240237168282,5.0,0.1,0.0020898055000626078,0.3378607809847199,2.9597989949748738,0.04224425972990727,4.0,1.0,4.0,0.20000000000000004,0.03430954936224958,0.005854136546249764,0.11111111111111116,0.11171461141286128,0.10292864808674873,3,0,12.5,6.0,33,5,140.75
graph_4_1_nodes_18_158,10.0,0.03571428571428571,0.007940706822534008,0.3932806324110672,2.542713567839196,0.06215548001666079,4.688,5.312,0.9368095238095238,0.5312,0.304514063292857,0.030352083390895762,0.3662873303167421,0.3693431063382333,0.03045564375636517,7.0,0.14285714285714285,0.0037108163383315408,0.381957773512476,2.6180904522613067,0.07638111370805535,4.928,2.072,2.4855333333333336,0.29599999999999993,0.06056445057858944,0.012546642434980965,0.17510909090909085,0.17630371549087934,0.14312842439765394,3,0,12.5,9.5,24,7,45.25
graph_3_2_nodes_62_133,5.0,0.0,0.0030889359810057663,0.32305194805194803,3.095477386934673,0.014479238892451524,2.548,2.452,1.2595833333333333,0.4904,0.1160246979390989,0.013961584001674784,0.3345039682539683,0.3359498273979973,0.0,7.0,0.19047619047619047,0.005132189526538307,0.3651376146788991,2.738693467336684,0.06564345228187858,2.965,4.035,0.7425333333333333,0.5764285714285713,0.15052038710843296,0.02333138897394844,0.40654393939393946,0.4089228205794283,0.14633206994884002,4,0,11.0,7.0,30,5,90.8
graph_1_2_nodes_13_128,10.0,0.2,0.015066099894457582,0.3241042345276873,3.085427135678392,0.02518758434296996,8.98,1.02,8.9,0.102,0.04442506587615282,0.0057614743656330975,0.05380116959064325,0.05446388705587285,0.3472187088274044,7.0,0.0,0.013325698503091263,0.3294701986754967,3.0351758793969847,0.0333333989084517,5.0,2.0,2.5,0.2857142857142856,0.07721230769230766,0.011488078817733987,0.16666666666666666,0.16795865633074936,0.0,3,0,7.75,7.0,10,7,1.6875
graph_3_3_nodes_29_165,8.0,0.14285714285714285,0.007962281008456891,0.35346358792184723,2.8291457286432165,0.04998803401376991,5.05,2.95,1.9828,0.36875,0.1820261969948548,0.016224945178618094,0.2296442224442225,0.2314979735334547,0.2560889534273083,6.0,0.06666666666666668,0.00694682472973424,0.3592057761732852,2.7839195979899496,0.05004920515449051,2.301,3.699,0.6921,0.6165,0.2124045881292015,0.020519878400146758,0.4530523809523809,0.4553679990230147,0.022625577865903086,1,1,7.0,7.0,8,6,1.0
graph_2_5_nodes_99_181,4.0,0.16666666666666666,0.0021963038157565076,0.3066255778120185,3.2613065326633164,0.007752061966436905,2.436,1.564,1.872,0.391,0.07932146771285081,0.00868341027986349,0.2502857142857143,0.2512398600312035,0.14932919796245242,5.0,0.0,0.0016507426894974144,0.3322203672787981,3.0100502512562812,0.01638550463262615,3.003,1.997,1.5075,0.3994000000000001,0.0824312860862363,0.011444520423035872,0.2495833333333333,0.25080250641305685,0.0,3,0,7.0,7.0,10,4,6.5
graph_4_2_nodes_26_122,19.0,0.0935672514619883,0.019076797861354963,0.4225053078556264,2.3668341708542715,0.10006481605824592,10.979,8.021,1.5059967116217117,0.4221578947368421,0.3063783070639949,0.04661994989073369,0.2736523767302645,0.2778441167090486,0.38641206206710615,5.0,0.2,0.0015999999701322542,0.3719626168224299,2.6884422110552766,0.033100846264881134,1.947,3.053,0.7016666666666667,0.6105999999999999,0.12275885836430167,0.017829578961985882,0.4481547619047619,0.4497403727418092,0.05029968725136759,3,0,12.75,13.5,19,5,31.1875
graph_1_5_nodes_36_196,9.0,0.05555555555555555,0.01996899899600918,0.3540925266903915,2.8241206030150754,0.009681324783968548,6.002000000000002,2.998,2.003,0.3331111111111111,0.11990923076923082,0.017131658456486048,0.19985000000000008,0.20162291963867812,0.1999769230769231,20.0,0.3594771241830065,0.016499658708292213,0.3761814744801512,2.658291457286432,0.2640846092446442,18.0,2.0,9.0,0.10000000000000002,0.06451612903225802,0.011834319526627222,0.05263157894736841,0.053832059139445235,0.5483870967741937,3,0,11.5,9.0,20,8,24.25
graph_3_5_nodes_125_141,25.0,0.13043478260869565,0.04178751531184394,0.4354485776805251,2.2964824120603016,0.254236395919426,14.093,10.907,1.2973126873126877,0.43628000000000017,0.5058520023829246,0.06130578432692234,0.27917553051079924,0.2853419271813125,0.6023456255489559,9.0,0.19047619047619047,0.004746361559438911,0.3378607809847199,2.9597989949748738,0.033066719695263265,7.022,1.978,3.605,0.21977777777777785,0.10412690862792738,0.010949869817471182,0.12356176470588234,0.12467677627609973,0.3136226037135309,3,0,12.25,9.0,25,6,55.6875
graph_4_3_nodes_54_185,5.0,0.0,0.0034948373945486817,0.34251290877796897,2.9195979899497484,0.03421734833361754,2.129,2.8710000000000004,0.8670833333333332,0.5742,0.12243470601039945,0.016572619645233697,0.4160317460317461,0.4177748029504072,0.0,5.0,0.1,0.002796236205664893,0.3378607809847199,2.9597989949748738,0.03829766719442629,2.968,2.032,1.4968333333333332,0.4064000000000001,0.08210452483138579,0.011735125146059854,0.2563373015873016,0.2575731695528705,0.12024662946618996,3,0,8.0,7.0,13,5,11.0
graph_2_3_nodes_173_175,5.0,0.0,0.005570202534825872,0.3436960276338515,2.9095477386934667,0.03543006988795674,2.001,2.999,0.6674999999999999,0.5997999999999999,0.13829345734780515,0.016827282455611256,0.4283928571428572,0.4301193991464308,0.0,9.0,0.14285714285714285,0.004078068380891146,0.32463295269168024,3.080402010050252,0.0454850508128696,7.0,2.0,3.5,0.2222222222222223,0.08263613864396473,0.011377793296588862,0.125,0.1261587485515643,0.20659034660991188,4,0,11.4,9.0,20,4,46.64
graph_1_5_nodes_149_197,8.0,0.17857142857142858,0.010413375595184108,0.3442906574394464,2.9045226130653266,0.037998616059559585,6.0,2.0,3.0,0.25,0.09523809523809527,0.011173184357541895,0.1428571428571428,0.14404057480980556,0.2857142857142856,4.0,0.3333333333333333,0.0006520157446227253,0.2859195402298851,3.4974874371859297,0.005848532519777379,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.1576984615384615,3,0,6.75,7.5,8,4,2.6875
graph_1_3_nodes_31_126,8.0,0.2857142857142857,0.007901702099958543,0.3052147239263804,3.2763819095477387,0.025234834521477883,7.0,1.0,7.0,0.125,0.0434728260869565,0.005649813816127378,0.06666666666666665,0.06726582784102257,0.34778260869565203,5.0,0.5,0.0027059620697857693,0.3138801261829653,3.185929648241206,0.03330799280027906,4.001,0.999,4.001,0.1998,0.043434782608695634,0.005644067796610171,0.11100000000000004,0.1115964179104478,0.2174239130434783,4,0,9.0,8.0,16,5,14.0
graph_1_1_nodes_35_170,10.0,0.35714285714285715,0.008763278111709284,0.3099688473520249,3.226130653266332,0.018685561588502084,9.0,1.0,9.0,0.10000000000000002,0.04161847826086956,0.005682760107124512,0.05263157894736841,0.05330047526843865,0.3329478260869565,10.0,0.2,0.01945838001415197,0.3119122257053292,3.2060301507537687,0.016212802019805544,9.0,1.0,9.0,0.10000000000000002,0.045454545454545456,0.005617977528089888,0.05263157894736841,0.05330047526843865,0.4545454545454544,3,0,10.25,10.0,16,5,15.1875
