,Same Community
graph_3_4_nodes_20_181,0
graph_4_2_nodes_73_123,0
graph_4_4_nodes_141_161,0
graph_2_5_nodes_94_177,0
graph_2_2_nodes_58_124,1
graph_4_4_nodes_54_58,0
graph_4_1_nodes_25_159,0
graph_4_2_nodes_14_154,0
graph_3_1_nodes_77_134,0
graph_2_3_nodes_42_143,0
graph_4_5_nodes_91_167,0
graph_1_4_nodes_138_143,0
graph_3_3_nodes_27_127,0
graph_2_3_nodes_70_192,0
graph_4_2_nodes_21_108,0
graph_3_3_nodes_16_128,0
graph_1_2_nodes_76_134,0
graph_2_3_nodes_148_152,0
graph_4_1_nodes_55_117,0
graph_2_5_nodes_27_166,0
graph_4_1_nodes_46_125,0
graph_1_3_nodes_6_9,0
graph_4_2_nodes_47_95,0
graph_2_5_nodes_163_193,0
graph_4_4_nodes_19_146,0
graph_2_2_nodes_160_185,0
graph_2_2_nodes_35_171,0
graph_4_2_nodes_103_107,0
graph_4_3_nodes_113_144,0
graph_3_3_nodes_12_44,0
graph_2_5_nodes_96_192,0
graph_3_1_nodes_87_101,0
graph_4_5_nodes_85_87,0
graph_3_3_nodes_113_142,0
graph_1_1_nodes_86_156,0
graph_1_3_nodes_18_95,0
graph_3_3_nodes_119_199,0
graph_1_3_nodes_107_148,1
graph_1_4_nodes_52_154,0
graph_3_1_nodes_38_174,0
graph_2_3_nodes_38_52,0
graph_3_5_nodes_76_127,0
graph_3_3_nodes_92_112,0
graph_3_1_nodes_38_106,0
graph_1_1_nodes_73_118,0
graph_1_5_nodes_13_135,0
graph_3_4_nodes_2_146,0
graph_2_2_nodes_5_21,0
graph_4_3_nodes_25_165,0
graph_3_2_nodes_77_170,0
graph_1_5_nodes_53_133,1
graph_1_4_nodes_36_84,1
graph_4_2_nodes_25_102,0
graph_3_1_nodes_3_178,0
graph_3_1_nodes_69_128,0
graph_3_4_nodes_127_158,0
graph_1_4_nodes_32_163,0
graph_4_5_nodes_12_141,1
graph_4_5_nodes_16_74,0
graph_2_1_nodes_44_139,0
graph_2_3_nodes_56_113,0
graph_2_5_nodes_144_160,0
graph_3_5_nodes_3_131,0
graph_2_3_nodes_38_144,0
graph_2_1_nodes_19_82,0
graph_3_5_nodes_80_94,0
graph_3_5_nodes_23_126,0
graph_1_4_nodes_71_133,0
graph_2_5_nodes_23_60,1
graph_3_5_nodes_21_87,0
graph_2_4_nodes_7_129,0
graph_4_5_nodes_79_124,0
graph_4_4_nodes_67_144,0
graph_1_5_nodes_59_191,0
graph_3_4_nodes_44_84,0
graph_2_3_nodes_47_198,0
graph_1_1_nodes_147_186,1
graph_2_5_nodes_15_140,0
graph_2_1_nodes_71_169,0
graph_4_4_nodes_162_192,0
graph_2_3_nodes_98_190,0
graph_2_4_nodes_101_169,0
graph_1_3_nodes_38_155,0
graph_4_1_nodes_9_74,0
graph_3_2_nodes_18_180,0
graph_2_2_nodes_129_183,0
graph_3_3_nodes_23_87,0
graph_1_2_nodes_40_67,0
graph_4_5_nodes_23_105,0
graph_4_4_nodes_56_132,0
graph_1_1_nodes_69_86,0
graph_2_1_nodes_35_70,0
graph_4_4_nodes_6_189,1
graph_4_4_nodes_44_153,0
graph_4_2_nodes_41_95,0
graph_3_1_nodes_98_151,0
graph_3_2_nodes_93_195,0
graph_4_4_nodes_104_154,0
graph_2_1_nodes_110_145,0
graph_2_4_nodes_48_120,1
graph_3_5_nodes_12_125,0
graph_1_3_nodes_70_111,0
graph_2_2_nodes_86_158,0
graph_4_2_nodes_11_40,0
graph_4_4_nodes_9_67,0
graph_3_1_nodes_30_186,0
graph_2_4_nodes_2_182,0
graph_1_1_nodes_46_128,0
graph_2_1_nodes_73_108,0
graph_3_3_nodes_12_66,0
graph_2_4_nodes_4_87,1
graph_4_1_nodes_55_156,1
graph_2_1_nodes_67_142,0
graph_1_1_nodes_70_113,0
graph_4_1_nodes_114_130,0
graph_2_4_nodes_185_192,1
graph_2_2_nodes_69_186,0
graph_3_3_nodes_60_148,0
graph_4_4_nodes_34_61,0
graph_3_1_nodes_85_167,1
graph_4_2_nodes_24_148,0
graph_3_4_nodes_65_196,0
graph_4_5_nodes_67_155,0
graph_2_4_nodes_12_89,0
graph_1_2_nodes_191_197,1
graph_1_4_nodes_152_183,0
graph_3_1_nodes_119_168,0
graph_2_5_nodes_40_100,0
graph_4_1_nodes_5_7,0
graph_1_2_nodes_3_7,1
graph_3_3_nodes_127_131,0
graph_4_1_nodes_16_130,0
graph_4_5_nodes_89_199,0
graph_1_5_nodes_115_144,0
graph_3_2_nodes_5_72,0
graph_2_4_nodes_48_113,0
graph_1_2_nodes_13_30,0
graph_1_2_nodes_64_173,1
graph_3_3_nodes_73_167,0
graph_2_5_nodes_47_105,0
graph_3_4_nodes_87_198,0
graph_1_4_nodes_82_164,0
graph_2_5_nodes_7_100,0
graph_1_2_nodes_61_156,0
graph_1_2_nodes_86_133,0
graph_4_2_nodes_67_73,0
graph_1_2_nodes_99_129,0
graph_3_3_nodes_151_192,0
graph_4_5_nodes_77_192,0
graph_4_1_nodes_71_117,0
graph_2_2_nodes_25_94,0
graph_2_1_nodes_8_43,0
graph_3_2_nodes_83_178,1
graph_1_5_nodes_123_193,0
graph_1_2_nodes_156_171,1
graph_4_5_nodes_153_164,0
graph_1_3_nodes_76_118,1
graph_2_5_nodes_105_137,0
graph_1_5_nodes_2_109,0
graph_1_1_nodes_98_164,0
graph_1_4_nodes_40_187,0
graph_1_1_nodes_131_183,0
graph_4_4_nodes_9_114,0
graph_1_1_nodes_30_31,0
graph_2_3_nodes_20_30,1
graph_2_2_nodes_10_176,0
graph_3_1_nodes_109_135,0
graph_3_3_nodes_1_39,0
graph_2_1_nodes_27_61,0
graph_3_4_nodes_65_110,0
graph_1_5_nodes_44_110,0
graph_2_1_nodes_44_54,0
graph_4_3_nodes_36_170,0
graph_2_3_nodes_13_51,0
graph_2_4_nodes_67_107,0
graph_3_4_nodes_18_119,0
graph_1_5_nodes_60_179,0
graph_2_1_nodes_16_163,0
graph_3_4_nodes_93_101,1
graph_2_3_nodes_76_129,0
graph_3_5_nodes_28_86,1
graph_1_2_nodes_33_179,0
graph_1_2_nodes_75_145,0
graph_3_4_nodes_19_154,0
graph_2_4_nodes_38_108,0
graph_1_3_nodes_30_95,0
graph_2_3_nodes_53_61,0
graph_3_3_nodes_63_66,0
graph_4_2_nodes_32_68,0
graph_1_5_nodes_40_113,0
graph_2_4_nodes_20_140,0
graph_1_5_nodes_107_110,1
graph_3_4_nodes_100_162,0
graph_1_3_nodes_185_195,0
graph_1_1_nodes_132_195,0
graph_2_4_nodes_65_120,0
graph_2_5_nodes_99_198,0
graph_4_1_nodes_83_196,0
graph_3_2_nodes_103_149,1
graph_4_4_nodes_2_70,1
graph_4_3_nodes_25_36,0
graph_2_2_nodes_156_191,0
graph_1_2_nodes_26_44,0
graph_3_5_nodes_39_81,0
graph_2_3_nodes_9_196,0
graph_1_4_nodes_90_172,0
graph_3_5_nodes_46_194,0
graph_1_2_nodes_25_161,0
graph_3_5_nodes_121_134,0
graph_4_5_nodes_28_168,0
graph_4_5_nodes_0_150,0
graph_4_1_nodes_23_160,0
graph_1_3_nodes_68_162,0
graph_2_5_nodes_69_82,0
graph_1_3_nodes_97_161,0
graph_1_4_nodes_93_181,0
graph_3_1_nodes_100_109,0
graph_2_3_nodes_14_160,0
graph_4_1_nodes_146_195,0
graph_2_5_nodes_53_73,0
graph_3_3_nodes_134_154,1
graph_4_3_nodes_45_196,0
graph_4_2_nodes_3_124,0
graph_2_2_nodes_50_159,1
graph_2_3_nodes_24_120,0
graph_4_2_nodes_27_66,0
graph_2_1_nodes_32_65,0
graph_3_1_nodes_11_153,0
graph_4_2_nodes_80_149,0
graph_3_1_nodes_49_154,0
graph_4_2_nodes_2_59,0
graph_3_2_nodes_27_198,1
graph_2_4_nodes_0_94,0
graph_3_3_nodes_86_184,0
graph_1_4_nodes_57_140,0
graph_2_5_nodes_174_177,0
graph_4_1_nodes_88_124,0
graph_4_4_nodes_76_97,0
graph_2_4_nodes_64_82,0
graph_2_1_nodes_55_182,0
graph_2_1_nodes_48_71,0
graph_3_5_nodes_70_162,0
graph_1_3_nodes_69_98,1
graph_1_2_nodes_13_123,0
graph_4_5_nodes_49_105,0
graph_1_4_nodes_83_132,0
graph_4_3_nodes_9_162,0
graph_4_3_nodes_108_157,0
graph_4_1_nodes_72_83,0
graph_2_2_nodes_43_89,0
graph_1_4_nodes_76_182,0
graph_4_5_nodes_15_135,1
graph_2_1_nodes_39_67,0
graph_1_5_nodes_112_170,0
graph_4_4_nodes_76_136,0
graph_4_4_nodes_43_56,0
graph_3_1_nodes_1_142,0
graph_3_3_nodes_163_196,0
graph_4_4_nodes_81_170,0
graph_3_5_nodes_117_127,0
graph_4_4_nodes_22_155,0
graph_2_5_nodes_54_198,0
graph_4_1_nodes_80_168,1
graph_3_3_nodes_117_189,0
graph_3_1_nodes_109_184,0
graph_3_3_nodes_22_160,0
graph_1_3_nodes_99_129,1
graph_2_4_nodes_11_30,0
graph_4_4_nodes_148_193,0
graph_2_3_nodes_146_161,0
graph_3_4_nodes_121_125,0
graph_1_2_nodes_61_178,0
graph_3_2_nodes_100_164,0
graph_2_1_nodes_65_179,0
graph_4_4_nodes_97_193,0
graph_4_5_nodes_95_123,0
graph_1_2_nodes_68_152,0
graph_2_2_nodes_29_180,0
graph_3_1_nodes_165_175,1
graph_2_5_nodes_177_194,1
graph_3_5_nodes_67_181,0
graph_3_3_nodes_97_186,0
graph_3_1_nodes_165_174,0
graph_2_3_nodes_40_141,0
graph_1_5_nodes_33_179,0
graph_3_3_nodes_125_158,0
graph_1_4_nodes_124_196,0
graph_1_1_nodes_19_96,0
graph_3_5_nodes_122_131,0
graph_4_2_nodes_55_177,0
graph_2_4_nodes_59_171,1
graph_3_1_nodes_150_183,1
graph_2_3_nodes_38_125,0
graph_3_2_nodes_51_77,0
graph_4_4_nodes_46_66,0
graph_1_2_nodes_9_122,0
graph_4_4_nodes_38_75,0
graph_4_5_nodes_27_145,0
graph_4_1_nodes_85_197,0
graph_2_4_nodes_104_189,1
graph_1_2_nodes_41_170,0
graph_1_3_nodes_43_187,0
graph_1_2_nodes_143_163,0
graph_1_3_nodes_93_189,0
graph_2_3_nodes_16_66,0
graph_3_3_nodes_5_6,0
graph_4_1_nodes_135_151,0
graph_4_3_nodes_131_140,1
graph_2_3_nodes_48_125,0
graph_4_1_nodes_163_184,0
graph_3_4_nodes_46_141,1
graph_4_2_nodes_77_79,1
graph_2_3_nodes_26_193,0
graph_1_5_nodes_173_192,0
graph_4_5_nodes_91_157,0
graph_4_2_nodes_180_191,0
graph_3_5_nodes_74_162,0
graph_3_2_nodes_91_193,1
graph_1_1_nodes_32_149,0
graph_2_1_nodes_66_194,0
graph_4_1_nodes_89_180,0
graph_3_4_nodes_68_156,1
graph_4_2_nodes_24_27,0
graph_2_4_nodes_129_167,1
graph_3_4_nodes_38_183,0
graph_4_1_nodes_21_154,0
graph_4_3_nodes_63_118,0
graph_1_1_nodes_6_130,0
graph_3_5_nodes_17_171,0
graph_3_4_nodes_45_83,0
graph_1_1_nodes_31_166,0
graph_2_3_nodes_114_123,0
graph_3_1_nodes_72_141,0
graph_4_3_nodes_4_20,1
graph_4_1_nodes_36_151,0
graph_1_3_nodes_40_72,0
graph_2_5_nodes_84_199,0
graph_3_5_nodes_0_155,0
graph_4_5_nodes_72_167,0
graph_4_3_nodes_41_48,0
graph_4_5_nodes_16_85,0
graph_4_2_nodes_36_116,0
graph_2_2_nodes_69_187,0
graph_3_2_nodes_47_131,1
graph_1_2_nodes_4_67,0
graph_1_5_nodes_11_60,0
graph_2_1_nodes_44_121,0
graph_4_4_nodes_77_136,0
graph_4_1_nodes_173_198,0
graph_4_3_nodes_87_136,0
graph_4_5_nodes_42_64,1
graph_1_3_nodes_25_65,0
graph_1_3_nodes_63_184,1
graph_2_1_nodes_109_181,0
graph_3_5_nodes_75_81,0
graph_2_1_nodes_21_34,0
graph_3_3_nodes_41_107,0
graph_3_1_nodes_143_194,0
graph_2_1_nodes_39_181,0
graph_2_3_nodes_169_189,0
graph_4_4_nodes_53_85,0
graph_4_2_nodes_68_102,0
graph_4_5_nodes_51_192,0
graph_3_3_nodes_7_106,0
graph_1_2_nodes_0_89,0
graph_4_2_nodes_178_196,0
graph_3_5_nodes_158_192,0
graph_2_1_nodes_81_177,0
graph_3_5_nodes_9_144,0
graph_3_2_nodes_1_171,0
graph_1_1_nodes_79_177,1
graph_1_2_nodes_12_97,0
graph_3_2_nodes_35_180,0
graph_1_4_nodes_26_71,0
graph_2_1_nodes_87_188,0
graph_1_2_nodes_62_154,0
graph_3_2_nodes_138_189,0
graph_3_4_nodes_37_145,0
graph_3_1_nodes_6_28,0
graph_3_1_nodes_24_177,0
graph_4_1_nodes_48_80,0
graph_1_5_nodes_152_199,0
graph_4_1_nodes_20_37,0
graph_3_5_nodes_20_56,0
graph_4_3_nodes_143_145,0
graph_2_1_nodes_37_187,0
graph_4_5_nodes_84_168,0
graph_1_4_nodes_14_110,0
graph_3_1_nodes_82_94,0
graph_2_2_nodes_31_79,0
graph_4_5_nodes_153_192,0
graph_3_5_nodes_68_118,0
graph_4_4_nodes_72_195,0
graph_1_4_nodes_65_184,0
graph_4_3_nodes_8_146,0
graph_1_4_nodes_97_109,0
graph_1_2_nodes_33_119,0
graph_3_4_nodes_41_143,0
graph_2_2_nodes_24_85,0
graph_4_4_nodes_123_158,0
graph_4_5_nodes_141_157,0
graph_3_1_nodes_108_180,0
graph_2_1_nodes_18_90,0
graph_2_2_nodes_91_125,0
graph_1_1_nodes_85_143,1
graph_1_4_nodes_183_192,0
graph_4_1_nodes_4_129,0
graph_1_4_nodes_124_127,0
graph_4_3_nodes_25_91,0
graph_1_2_nodes_72_165,1
graph_4_3_nodes_54_127,0
graph_1_5_nodes_20_133,0
graph_1_1_nodes_6_18,0
graph_3_4_nodes_65_115,0
graph_2_1_nodes_25_178,0
graph_2_5_nodes_58_131,0
graph_1_3_nodes_135_146,0
graph_2_2_nodes_50_149,0
graph_4_3_nodes_46_49,0
graph_2_4_nodes_89_192,0
graph_2_4_nodes_60_100,0
graph_3_5_nodes_96_150,0
graph_4_1_nodes_19_44,0
graph_3_2_nodes_108_145,1
graph_1_2_nodes_83_100,0
graph_1_1_nodes_143_148,0
graph_1_4_nodes_74_88,0
graph_3_2_nodes_117_131,0
graph_1_4_nodes_112_194,0
graph_2_5_nodes_41_160,0
graph_2_1_nodes_17_130,0
graph_2_2_nodes_104_180,0
graph_4_2_nodes_108_125,0
graph_3_3_nodes_43_130,0
graph_2_2_nodes_0_57,0
graph_4_4_nodes_113_121,0
graph_2_3_nodes_29_43,0
graph_2_3_nodes_5_104,0
graph_1_1_nodes_56_159,0
graph_1_5_nodes_52_65,0
graph_4_3_nodes_77_131,0
graph_2_1_nodes_67_155,0
graph_2_4_nodes_116_131,0
