,Same Community
graph_2_4_nodes_64_148,0
graph_1_5_nodes_17_177,0
graph_3_4_nodes_20_115,0
graph_2_5_nodes_10_145,0
graph_2_4_nodes_24_196,0
graph_2_4_nodes_47_121,0
graph_3_5_nodes_17_173,0
graph_3_5_nodes_6_52,0
graph_2_1_nodes_134_144,0
graph_2_5_nodes_25_161,0
graph_1_3_nodes_10_80,0
graph_4_1_nodes_2_193,0
graph_4_1_nodes_7_20,0
graph_2_2_nodes_51_174,1
graph_1_2_nodes_65_79,0
graph_2_4_nodes_39_138,0
graph_4_5_nodes_35_193,0
graph_2_4_nodes_91_197,0
graph_4_4_nodes_118_153,0
graph_1_3_nodes_50_198,0
graph_4_3_nodes_24_103,0
graph_2_2_nodes_72_181,0
graph_3_2_nodes_26_75,0
graph_4_4_nodes_85_143,1
graph_4_3_nodes_50_153,0
graph_4_4_nodes_60_82,0
graph_2_4_nodes_7_198,0
graph_3_2_nodes_36_154,0
graph_1_5_nodes_66_118,0
graph_4_5_nodes_127_172,0
graph_4_3_nodes_144_177,0
graph_2_4_nodes_38_104,0
graph_3_3_nodes_159_164,0
graph_2_5_nodes_176_187,0
graph_3_5_nodes_155_171,0
graph_4_4_nodes_78_98,0
graph_4_4_nodes_78_152,0
graph_2_3_nodes_61_64,0
graph_2_5_nodes_99_150,0
graph_2_5_nodes_20_26,0
graph_1_4_nodes_110_140,1
graph_1_5_nodes_16_195,0
graph_4_5_nodes_90_193,0
graph_2_5_nodes_94_156,0
graph_3_2_nodes_123_156,0
graph_1_1_nodes_77_79,1
graph_4_4_nodes_9_59,0
graph_3_3_nodes_24_183,0
graph_2_2_nodes_99_149,0
graph_1_5_nodes_51_112,1
graph_4_1_nodes_162_180,0
graph_4_2_nodes_54_173,0
graph_3_3_nodes_3_56,0
graph_2_5_nodes_83_118,0
graph_2_3_nodes_116_190,1
graph_3_3_nodes_159_185,0
graph_3_3_nodes_24_192,0
graph_2_2_nodes_8_136,0
graph_3_3_nodes_21_180,0
graph_3_2_nodes_108_171,0
graph_3_2_nodes_28_170,0
graph_3_1_nodes_44_116,0
graph_2_4_nodes_113_196,0
graph_1_3_nodes_7_126,1
graph_3_1_nodes_123_175,1
graph_3_2_nodes_121_161,0
graph_3_5_nodes_15_26,0
graph_3_2_nodes_47_80,0
graph_1_4_nodes_19_73,0
graph_1_3_nodes_37_171,0
graph_1_3_nodes_113_114,0
graph_1_2_nodes_79_99,0
graph_1_4_nodes_118_164,0
graph_4_5_nodes_77_150,0
graph_2_1_nodes_76_104,0
graph_3_2_nodes_40_135,1
graph_1_2_nodes_81_99,0
graph_1_5_nodes_23_172,0
graph_4_1_nodes_31_41,0
graph_3_4_nodes_62_72,0
graph_4_1_nodes_61_182,0
graph_4_5_nodes_16_157,0
graph_1_5_nodes_34_123,0
graph_4_4_nodes_108_133,0
graph_2_3_nodes_33_175,0
graph_1_4_nodes_22_123,0
graph_1_3_nodes_45_100,0
graph_4_2_nodes_93_159,0
graph_2_2_nodes_5_143,0
graph_3_5_nodes_97_132,0
graph_3_3_nodes_108_169,0
graph_1_4_nodes_75_119,0
graph_1_3_nodes_47_150,0
graph_1_4_nodes_73_169,0
graph_4_2_nodes_156_181,0
graph_4_5_nodes_30_74,0
graph_2_5_nodes_12_132,0
graph_3_3_nodes_30_100,0
graph_4_2_nodes_25_57,0
graph_2_5_nodes_134_151,0
graph_2_1_nodes_22_51,0
graph_1_4_nodes_108_166,1
graph_1_3_nodes_46_190,0
graph_3_4_nodes_61_128,0
graph_3_3_nodes_76_113,0
graph_2_3_nodes_40_135,0
graph_4_5_nodes_67_121,1
graph_1_5_nodes_23_174,0
graph_1_3_nodes_44_110,0
graph_4_1_nodes_79_182,0
graph_2_5_nodes_13_33,0
graph_4_3_nodes_10_30,0
graph_4_3_nodes_105_135,0
graph_2_1_nodes_56_111,0
graph_3_4_nodes_2_74,0
graph_3_5_nodes_126_168,0
graph_2_3_nodes_61_115,0
graph_3_1_nodes_148_185,0
graph_2_5_nodes_32_74,0
graph_2_3_nodes_81_86,1
graph_4_1_nodes_72_144,0
graph_3_3_nodes_87_152,0
graph_3_3_nodes_17_30,0
graph_3_5_nodes_154_169,0
graph_4_4_nodes_139_162,0
graph_4_1_nodes_82_138,0
graph_4_5_nodes_87_157,0
graph_2_4_nodes_34_75,0
graph_1_5_nodes_0_102,0
graph_4_4_nodes_2_29,0
graph_1_4_nodes_7_27,0
graph_2_5_nodes_22_69,0
graph_1_5_nodes_71_117,0
graph_2_5_nodes_11_119,0
graph_2_4_nodes_44_181,0
graph_4_5_nodes_74_181,0
graph_2_1_nodes_71_100,0
graph_1_4_nodes_88_137,0
graph_2_2_nodes_44_92,1
graph_2_1_nodes_61_89,0
graph_4_1_nodes_173_185,0
graph_3_4_nodes_23_117,0
graph_3_2_nodes_115_192,0
graph_1_3_nodes_48_176,0
graph_2_1_nodes_18_163,0
graph_1_1_nodes_18_130,0
graph_4_1_nodes_58_141,0
graph_1_4_nodes_121_187,0
graph_2_2_nodes_141_153,1
graph_2_2_nodes_44_65,0
graph_1_5_nodes_44_77,0
graph_2_3_nodes_137_138,0
graph_2_4_nodes_29_160,0
graph_2_4_nodes_52_183,0
graph_2_5_nodes_65_177,0
graph_1_5_nodes_43_185,0
graph_2_4_nodes_17_36,0
graph_1_5_nodes_51_195,0
graph_3_4_nodes_13_140,0
graph_4_3_nodes_97_171,0
graph_4_1_nodes_54_156,0
graph_2_5_nodes_6_197,0
graph_1_4_nodes_83_135,0
graph_3_2_nodes_13_34,0
graph_3_3_nodes_44_153,0
graph_1_1_nodes_75_159,0
graph_2_3_nodes_130_181,0
graph_4_2_nodes_32_103,0
graph_4_1_nodes_33_104,0
graph_3_1_nodes_79_156,0
graph_1_5_nodes_16_177,0
graph_1_1_nodes_98_135,0
graph_1_5_nodes_139_199,0
graph_3_5_nodes_40_178,1
graph_2_3_nodes_14_133,0
graph_4_3_nodes_81_95,0
graph_4_5_nodes_9_136,0
graph_2_1_nodes_148_171,0
graph_1_1_nodes_119_168,0
graph_1_3_nodes_34_145,1
graph_1_4_nodes_9_161,0
graph_2_5_nodes_16_190,0
graph_4_4_nodes_87_141,0
graph_3_2_nodes_6_23,0
graph_3_1_nodes_90_170,0
graph_1_3_nodes_107_191,0
graph_3_5_nodes_60_199,0
graph_3_2_nodes_164_194,0
graph_1_2_nodes_105_142,0
graph_4_3_nodes_39_142,0
graph_4_4_nodes_34_141,0
graph_4_3_nodes_57_157,0
graph_2_5_nodes_117_123,0
graph_3_3_nodes_134_136,0
graph_3_5_nodes_73_190,1
graph_2_5_nodes_97_117,0
graph_3_3_nodes_14_84,0
graph_3_4_nodes_126_144,0
graph_3_4_nodes_58_101,0
graph_3_1_nodes_49_99,0
graph_2_2_nodes_137_143,0
graph_2_1_nodes_59_63,1
graph_4_3_nodes_31_163,0
graph_1_1_nodes_101_116,1
graph_3_3_nodes_43_77,0
graph_1_2_nodes_76_110,0
graph_3_2_nodes_32_63,0
graph_2_4_nodes_3_91,0
graph_1_1_nodes_37_135,1
graph_4_4_nodes_74_172,0
graph_2_1_nodes_76_107,0
graph_1_4_nodes_12_96,0
graph_4_3_nodes_10_179,0
graph_3_1_nodes_112_198,1
graph_2_4_nodes_51_100,0
graph_4_5_nodes_60_73,0
graph_3_2_nodes_1_34,0
graph_3_3_nodes_10_13,0
graph_2_4_nodes_111_193,0
graph_1_5_nodes_10_83,1
graph_2_5_nodes_38_104,0
graph_3_3_nodes_97_120,0
graph_4_5_nodes_20_41,0
graph_1_5_nodes_161_185,0
graph_3_3_nodes_159_180,0
graph_2_1_nodes_11_136,0
graph_3_5_nodes_36_40,0
graph_2_2_nodes_32_163,0
graph_3_3_nodes_21_87,0
graph_1_2_nodes_111_199,0
graph_4_1_nodes_72_83,0
graph_3_2_nodes_123_139,1
graph_4_2_nodes_35_114,0
graph_3_3_nodes_20_43,0
graph_3_1_nodes_58_148,0
graph_3_5_nodes_34_66,0
graph_3_3_nodes_20_194,0
graph_3_4_nodes_2_102,0
graph_1_5_nodes_48_132,0
graph_2_3_nodes_131_148,0
graph_1_3_nodes_94_110,0
graph_3_1_nodes_86_165,1
graph_3_3_nodes_24_74,0
graph_1_2_nodes_65_128,0
graph_1_1_nodes_76_112,0
graph_1_5_nodes_33_165,0
graph_2_4_nodes_75_86,0
graph_1_1_nodes_33_80,0
graph_2_4_nodes_1_165,0
graph_3_2_nodes_51_90,0
graph_1_4_nodes_82_108,0
graph_4_2_nodes_18_47,0
graph_2_3_nodes_8_118,0
graph_2_2_nodes_191_199,0
graph_4_2_nodes_23_148,0
graph_3_3_nodes_54_101,0
graph_1_1_nodes_0_72,0
graph_2_4_nodes_135_183,0
graph_1_5_nodes_107_189,0
graph_1_2_nodes_10_151,0
graph_2_2_nodes_2_190,0
graph_2_1_nodes_74_165,0
graph_1_1_nodes_89_118,0
graph_3_3_nodes_19_35,0
graph_2_2_nodes_82_101,1
graph_3_3_nodes_55_192,0
graph_1_4_nodes_15_114,0
graph_1_4_nodes_6_91,0
graph_3_5_nodes_23_197,0
graph_2_1_nodes_75_145,1
graph_4_1_nodes_172_183,0
graph_3_3_nodes_135_148,0
graph_4_5_nodes_132_170,0
graph_4_2_nodes_54_180,0
graph_1_5_nodes_106_138,0
graph_2_5_nodes_109_127,0
graph_4_3_nodes_21_52,0
graph_3_2_nodes_36_75,0
graph_4_1_nodes_115_148,1
graph_1_1_nodes_14_149,0
graph_3_4_nodes_4_95,0
graph_4_3_nodes_55_99,0
graph_1_4_nodes_153_157,0
graph_2_1_nodes_164_183,0
graph_4_4_nodes_21_97,0
graph_3_1_nodes_72_92,0
graph_3_1_nodes_96_127,1
graph_1_1_nodes_68_102,1
graph_1_3_nodes_63_145,0
graph_4_5_nodes_46_177,0
graph_2_5_nodes_50_157,0
graph_3_3_nodes_10_163,0
graph_1_5_nodes_95_143,1
graph_2_4_nodes_81_154,0
graph_3_3_nodes_46_195,0
graph_2_1_nodes_17_92,0
graph_3_4_nodes_176_178,0
graph_4_4_nodes_119_194,0
graph_2_1_nodes_53_125,1
graph_3_2_nodes_163_164,0
graph_3_3_nodes_102_198,0
graph_3_1_nodes_16_184,0
graph_1_3_nodes_93_153,0
graph_3_1_nodes_40_72,0
graph_2_3_nodes_118_158,0
graph_4_2_nodes_96_153,0
graph_4_5_nodes_62_189,0
graph_2_2_nodes_126_131,0
graph_4_3_nodes_30_141,0
graph_2_5_nodes_12_28,0
graph_1_5_nodes_96_122,0
graph_2_4_nodes_10_132,0
graph_1_5_nodes_109_174,0
graph_2_3_nodes_121_155,0
graph_3_3_nodes_2_26,0
graph_2_5_nodes_12_123,0
graph_1_3_nodes_174_181,0
graph_4_1_nodes_22_34,0
graph_1_3_nodes_0_18,0
graph_4_1_nodes_145_171,0
graph_3_3_nodes_38_197,0
graph_1_5_nodes_56_123,0
graph_2_2_nodes_92_100,0
graph_4_3_nodes_43_171,0
graph_4_2_nodes_116_123,0
graph_1_4_nodes_108_174,0
graph_3_4_nodes_124_199,0
graph_4_3_nodes_162_196,1
graph_4_2_nodes_8_56,1
graph_2_2_nodes_22_24,0
graph_4_1_nodes_52_76,0
graph_2_1_nodes_5_139,0
graph_3_1_nodes_1_152,1
graph_2_5_nodes_14_17,0
graph_2_1_nodes_85_151,0
graph_3_4_nodes_32_173,0
graph_1_3_nodes_123_199,0
graph_1_5_nodes_11_126,1
graph_1_4_nodes_46_153,1
graph_1_4_nodes_44_127,0
graph_1_5_nodes_7_64,0
graph_1_2_nodes_52_70,1
graph_1_3_nodes_137_159,0
graph_4_2_nodes_76_119,0
graph_1_2_nodes_80_148,0
graph_1_1_nodes_99_113,1
graph_1_5_nodes_65_190,0
graph_2_1_nodes_1_191,1
graph_1_1_nodes_101_110,0
graph_3_3_nodes_77_181,0
graph_2_3_nodes_45_47,0
graph_1_4_nodes_4_43,1
graph_2_4_nodes_8_43,1
graph_1_1_nodes_147_152,1
graph_4_1_nodes_161_172,0
graph_4_5_nodes_9_174,0
graph_2_5_nodes_58_174,0
graph_2_2_nodes_98_197,0
graph_1_4_nodes_3_143,1
graph_2_5_nodes_65_183,1
graph_3_1_nodes_25_87,0
graph_2_4_nodes_95_100,0
graph_4_3_nodes_30_69,0
graph_4_5_nodes_47_190,1
graph_4_5_nodes_74_107,0
graph_1_4_nodes_6_171,0
graph_1_1_nodes_28_49,1
graph_2_3_nodes_119_171,1
graph_2_5_nodes_39_77,0
graph_2_5_nodes_37_62,1
graph_1_4_nodes_175_196,0
graph_3_5_nodes_20_192,0
graph_2_4_nodes_29_31,0
graph_1_5_nodes_74_176,0
graph_3_2_nodes_49_106,1
graph_4_5_nodes_119_165,0
graph_4_4_nodes_56_130,0
graph_4_2_nodes_4_107,0
graph_4_2_nodes_66_188,0
graph_1_4_nodes_37_82,0
graph_3_3_nodes_13_151,0
graph_1_2_nodes_34_108,0
graph_3_3_nodes_31_159,0
graph_4_4_nodes_47_194,0
graph_3_5_nodes_27_91,0
graph_2_4_nodes_51_165,0
graph_1_4_nodes_5_165,0
graph_4_1_nodes_45_70,0
graph_1_5_nodes_138_161,0
graph_1_5_nodes_84_173,0
graph_4_5_nodes_46_94,0
graph_1_5_nodes_66_74,0
graph_1_2_nodes_160_190,0
graph_3_5_nodes_72_79,0
graph_1_2_nodes_60_145,0
graph_1_3_nodes_53_151,0
graph_3_2_nodes_66_163,0
graph_1_3_nodes_52_84,0
graph_2_3_nodes_71_110,0
graph_3_3_nodes_23_153,0
graph_1_1_nodes_148_177,0
graph_1_2_nodes_42_189,0
graph_3_2_nodes_125_154,0
graph_2_5_nodes_48_105,0
graph_4_5_nodes_148_170,0
graph_4_3_nodes_15_78,0
graph_4_1_nodes_86_125,0
graph_1_3_nodes_34_94,0
graph_4_5_nodes_65_99,0
graph_2_1_nodes_16_71,1
graph_4_5_nodes_8_162,0
graph_3_4_nodes_106_182,0
graph_1_3_nodes_30_125,1
graph_1_5_nodes_62_155,1
graph_3_2_nodes_11_117,0
graph_1_5_nodes_59_177,0
graph_4_5_nodes_90_139,0
graph_1_4_nodes_113_166,0
graph_4_5_nodes_3_138,0
graph_2_4_nodes_70_133,0
graph_4_3_nodes_63_138,0
graph_3_1_nodes_56_110,0
graph_3_2_nodes_65_85,0
graph_4_2_nodes_5_34,0
graph_2_5_nodes_133_178,0
graph_3_2_nodes_12_151,1
graph_4_3_nodes_5_183,0
graph_2_3_nodes_111_117,1
graph_2_3_nodes_178_187,0
graph_2_5_nodes_14_198,0
graph_1_5_nodes_41_133,0
graph_2_3_nodes_22_127,0
graph_4_3_nodes_12_113,1
graph_2_1_nodes_71_192,0
graph_3_3_nodes_181_182,0
graph_4_4_nodes_82_90,0
graph_2_4_nodes_48_142,0
graph_2_5_nodes_51_190,1
graph_3_2_nodes_10_192,0
graph_3_2_nodes_182_183,0
graph_4_4_nodes_124_179,1
graph_2_3_nodes_39_149,0
graph_4_1_nodes_51_127,0
graph_1_3_nodes_74_156,0
graph_1_5_nodes_61_155,0
graph_4_1_nodes_46_50,0
graph_1_2_nodes_47_184,0
graph_4_5_nodes_76_136,0
graph_1_2_nodes_97_107,0
graph_3_1_nodes_9_176,0
graph_1_4_nodes_127_197,0
graph_4_1_nodes_2_52,0
graph_2_4_nodes_3_171,0
graph_1_5_nodes_101_199,0
graph_2_3_nodes_66_124,0
graph_4_5_nodes_161_181,0
graph_1_4_nodes_40_102,0
graph_1_5_nodes_84_183,0
graph_2_5_nodes_33_117,0
graph_2_1_nodes_49_104,0
graph_4_4_nodes_40_46,0
graph_2_4_nodes_149_195,0
graph_4_1_nodes_95_162,0
graph_1_4_nodes_75_76,0
graph_4_1_nodes_73_142,0
graph_3_4_nodes_133_159,0
graph_2_3_nodes_77_118,0
graph_4_4_nodes_61_75,1
graph_1_1_nodes_103_190,0
graph_3_5_nodes_25_194,0
graph_1_4_nodes_94_103,0
graph_2_2_nodes_10_72,0
graph_4_1_nodes_0_143,1
graph_4_1_nodes_76_105,1
graph_4_1_nodes_17_121,0
graph_3_1_nodes_181_189,0
graph_3_2_nodes_78_127,0
graph_2_4_nodes_3_111,0
graph_3_4_nodes_104_195,0
graph_3_2_nodes_84_163,0
graph_1_4_nodes_18_129,0
graph_3_3_nodes_54_112,0
graph_3_5_nodes_37_70,0
graph_1_1_nodes_67_135,0
graph_4_1_nodes_64_114,0
graph_2_4_nodes_28_198,0
graph_4_2_nodes_16_133,1
graph_1_1_nodes_143_184,0
graph_1_5_nodes_131_199,0
graph_2_4_nodes_52_97,1
graph_4_4_nodes_99_172,0
graph_1_5_nodes_26_133,0
graph_3_5_nodes_9_101,0
graph_1_5_nodes_27_134,0
graph_1_1_nodes_44_56,1
graph_4_2_nodes_54_194,0
graph_3_2_nodes_159_193,0
graph_3_1_nodes_52_157,0
graph_3_3_nodes_18_21,0
graph_4_4_nodes_81_168,0
graph_4_5_nodes_32_99,0
graph_2_4_nodes_111_115,0
graph_3_4_nodes_5_33,1
graph_1_1_nodes_52_129,0
graph_1_4_nodes_40_168,0
graph_2_1_nodes_50_185,0
graph_2_1_nodes_106_151,0
graph_2_2_nodes_59_114,0
graph_4_5_nodes_61_75,0
graph_4_5_nodes_43_55,0
graph_1_2_nodes_29_72,0
graph_1_1_nodes_53_114,0
graph_3_1_nodes_89_177,1
graph_1_1_nodes_75_185,1
graph_3_4_nodes_19_44,0
graph_1_3_nodes_159_175,0
graph_2_3_nodes_19_157,0
graph_2_5_nodes_155_195,0
graph_2_3_nodes_149_189,0
graph_3_4_nodes_8_117,1
graph_2_4_nodes_127_186,0
graph_1_4_nodes_49_82,0
graph_1_4_nodes_33_121,0
graph_4_2_nodes_130_177,0
graph_3_3_nodes_117_137,0
graph_2_2_nodes_95_114,0
graph_1_4_nodes_183_193,0
graph_2_2_nodes_11_52,0
graph_1_2_nodes_145_194,0
graph_3_2_nodes_139_148,0
graph_4_5_nodes_108_141,1
graph_1_3_nodes_74_147,0
graph_3_1_nodes_121_177,0
graph_4_2_nodes_72_121,0
graph_3_2_nodes_24_85,0
graph_4_1_nodes_98_114,0
graph_2_5_nodes_179_194,0
graph_2_1_nodes_3_179,0
graph_2_1_nodes_190_196,0
graph_2_2_nodes_31_51,0
graph_2_2_nodes_147_148,1
graph_4_2_nodes_99_120,0
graph_1_4_nodes_72_118,0
graph_1_5_nodes_122_140,0
graph_1_1_nodes_86_116,0
graph_1_3_nodes_79_174,1
graph_2_4_nodes_84_180,0
graph_2_1_nodes_90_125,0
graph_2_2_nodes_28_195,0
graph_3_2_nodes_32_191,0
graph_4_4_nodes_81_95,0
graph_2_4_nodes_18_102,0
graph_1_3_nodes_73_91,1
graph_2_1_nodes_111_122,0
graph_3_2_nodes_55_63,0
graph_1_3_nodes_90_95,0
graph_3_5_nodes_23_160,0
graph_2_1_nodes_172_183,0
