,Degree,Clustering Coefficient,Betweenness,Closeness,Shortest Path,Eigenvector,E In,E Out,E In Over E Out,ODF,Expansion,Cut Ratio,Conductance,Normalised Cut
node_3121,9,0.5,2.933422020094667e-07,0.25992919214676535,3.847201584943041,0.000658173987196774,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
node_279,2,1.0,0.0,0.26112260734609416,3.829618623080733,2.1173432362574746e-07,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
node_429,12,0.42424242424242425,9.539527007278351e-07,0.3152224824355972,3.1723625557206536,1.996036845071019e-06,12.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0
node_307,4,0.6666666666666666,1.2268880365288735e-07,0.26115638339154057,3.8291233283803865,2.240243726709258e-07,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
node_1714,3,1.0,0.0,0.2700822687445656,3.702575532441803,1.8259639064027283e-07,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
node_1204,19,0.6374269005847953,1.3424718863241432e-05,0.33507592730893704,2.984398216939079,2.574831981807036e-06,18.586,0.414,17.668,0.021789473684210525,0.00030182165229510245,0.00015521319652186206,0.011351351351351352,0.011353697830339297
node_551,2,1.0,0.0,0.3149765990639626,3.174839029222387,1.7887240715418564e-06,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
node_1730,5,0.9,2.076700208801823e-06,0.2860989088847952,3.4952947003467063,3.6490746835104955e-07,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
node_3928,16,0.875,1.9948438201440427e-07,0.23943077379187666,4.176572560673601,6.912652980444165e-10,16.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0
node_3504,20,0.6684210526315789,7.465766202372158e-07,0.23948757487693495,4.175581971272908,1.2756291599519225e-09,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
node_3977,8,0.8571428571428571,4.3622685743248834e-08,0.23931725241510104,4.178553739474988,6.584148681651985e-10,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
node_3657,13,0.8846153846153846,8.292819607233043e-08,0.23938819065686506,4.177315502724121,6.851572914832777e-10,13.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0
node_2582,22,0.8008658008658008,3.931906251824525e-07,0.2828721541155867,3.535165923724616,6.015188088624698e-08,22.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0
node_691,102,0.5589205979421471,8.796316505575177e-06,0.31745283018867926,3.150074294205052,4.4931286827727856e-05,102.0,0.0,102.0,0.0,0.0,0.0,0.0,0.0
node_1826,7,0.7142857142857143,0.00012783941552508098,0.25999613675874056,3.846210995542348,6.311900694864508e-08,5.993,1.007,5.9755,0.14385714285714282,0.0018254793910858096,0.00028966284864780307,0.07755128205128202,0.07755698882268804
node_1720,29,0.5960591133004927,0.00013486293307990736,0.3061410159211524,3.266468548786528,5.022430355452909e-06,29.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0
node_1811,8,0.8928571428571429,2.3987234047519644e-08,0.26997392525239017,3.704061416542843,8.638062948059717e-08,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
node_1814,22,0.6536796536796536,7.916398914285355e-06,0.2706978615003017,3.694155522535909,1.1844815711085728e-07,22.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0
node_802,32,0.7983870967741935,8.336145044750325e-07,0.3157154026583268,3.1674096087171866,2.5614670664430623e-06,32.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0
node_2189,48,0.7375886524822695,0.00011433106987103139,0.28674904132935664,3.487369985141159,3.7412654023609516e-07,47.898,0.102,47.76,0.002125,0.00013524779320307436,3.105259241677498e-05,0.0010750279955207167,0.001075606307616495
node_1119,23,0.6047430830039525,1.8991953758816154e-06,0.31549339792171266,3.1696384348687467,2.2877944895494666e-06,23.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0
node_4018,9,0.6111111111111112,6.923153920412929e-07,0.18404740200546946,5.433382862803368,3.065196048059463e-10,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
node_2504,17,0.7352941176470589,4.5412749389985706e-07,0.2827731092436975,3.536404160475483,6.37223324418736e-08,17.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0
node_2736,25,0.20666666666666667,8.577076516799013e-06,0.28293161434977576,3.534422981674096,5.940243808746719e-08,24.941,0.059,24.941,0.00236,7.824771400009909e-05,1.7961323800257328e-05,0.001204081632653061,0.0012044160599604678
node_1945,37,0.5345345345345346,0.0010680100077597276,0.2153714864792789,4.6431401684001985,8.565159525694464e-12,37.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0
node_2629,52,0.40271493212669685,1.6460744592870164e-05,0.2834678834678835,3.5277365032194155,8.199341481067251e-08,51.994,0.006,51.994,0.0001153846153846154,8.071908160878054e-06,1.8205742935398867e-06,5.8252427184466014e-05,5.828644715418824e-05
node_1970,6,0.6,9.278015927588987e-06,0.21501597444089457,4.650817236255572,7.762879103325895e-12,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
node_2524,44,0.8128964059196617,7.77238118947534e-07,0.283308777099558,3.5297176820208023,7.798838931341906e-08,44.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0
node_399,44,0.30655391120507397,2.5739605590577548e-05,0.31710381655410713,3.153541357107479,7.450378267804826e-06,43.809,0.191,43.809,0.004340909090909091,0.0001394306735009757,7.155904864748204e-05,0.0021954022988505744,0.0021964851696487813
node_3384,7,0.8571428571428571,7.974772237437679e-08,0.25989573276694344,3.847696879643388,0.0006198897350272442,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
node_2840,19,0.30994152046783624,3.850276770067601e-06,0.2828127188681888,3.535908865775136,5.454702987314997e-08,19.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0
node_758,84,0.5516351118760757,2.532112057723758e-05,0.3174777891343659,3.1498266468548786,4.015585991830046e-05,83.778,0.222,83.491,0.002642857142857143,0.00016187710169124825,8.322266250791121e-05,0.0013298463314335184,0.001331105525898603
node_3563,30,0.3425287356321839,1.1573092603994405e-05,0.23962969556702865,4.173105497771174,1.0212943276413101e-09,30.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0
node_315,56,0.31623376623376626,0.0006570659523591639,0.27544338335607094,3.630510153541357,2.678122299149307e-05,55.0,1.0,55.0,0.01785714285714285,0.002936901266777331,0.00027038312055638564,0.009009009009009009,0.009014679261165117
node_1465,50,0.6571428571428571,4.2800263033150596e-05,0.26649947201689544,3.752352649826647,0.0009147662683354499,50.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0
node_3090,136,0.8441176470588235,2.574685139557961e-06,0.2620716510903427,3.8157503714710255,0.06012719072160103,136.0,0.0,136.0,0.0,0.0,0.0,0.0,0.0
node_3804,8,0.6428571428571429,4.94844841399979e-07,0.23931725241510104,4.178553739474988,6.530373550824575e-10,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
node_2261,45,0.5606060606060606,2.599120789656072e-06,0.2833286556272804,3.529470034670629,7.07229823164951e-08,45.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0
node_1631,8,0.5714285714285714,5.362007803294713e-07,0.2704259308866863,3.6978702327885093,3.4541777570708247e-07,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
node_2779,31,0.3053763440860215,8.510568143147979e-06,0.28305060984158137,3.532937097573056,6.544254343968281e-08,30.994,0.006,30.994,0.0001935483870967742,8.071908160878054e-06,1.8205742935398867e-06,9.836065573770491e-05,9.83946676078476e-05
node_277,65,0.3466346153846154,3.9269846373356606e-05,0.2621907668333225,3.814016840019812,2.8689228063391335e-06,65.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0
node_1330,101,0.42237623762376236,2.9613427986564533e-05,0.3174278751670466,3.1503219415552253,4.222447797701076e-05,101.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0
node_410,45,0.4202020202020202,1.3318865924888145e-05,0.3160366283165062,3.164190193164933,2.796757980706079e-06,45.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0
node_492,142,0.5332134651882928,2.6672589094604587e-05,0.31845425867507887,3.140168400198118,6.425128608531763e-05,142.0,0.0,142.0,0.0,0.0,0.0,0.0,0.0
node_843,31,0.3655913978494624,2.6092321085324083e-05,0.31893215385830503,3.135463100544824,3.6375897976930647e-06,30.727,0.273,30.727,0.008806451612903225,0.00019850357558043398,0.00010249073329509158,0.004475409836065573,0.004476957376157067
node_3704,10,0.7777777777777778,7.845265059662134e-08,0.23934562266611345,4.178058444774641,7.517666924665758e-10,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
node_866,85,0.6700280112044817,3.989599412762167e-06,0.3170291277380859,3.154284299157999,4.109967350241559e-05,85.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0
node_1709,20,0.6578947368421053,6.262184165524754e-07,0.271589991928975,3.6820208023774144,9.121550393268894e-07,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
node_2445,10,0.28888888888888886,1.1554656258309428e-06,0.28263456288933997,3.5381376919266962,5.293938610301243e-08,9.907,0.093,9.883,0.009300000000000001,0.00012354893046769347,2.8300012830451054e-05,0.004929824561403509,0.004930351618750765
node_2641,83,0.4346165148398472,2.506962703299598e-05,0.284086112283664,3.5200594353640415,9.032308680035062e-08,83.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0
node_377,11,0.38181818181818183,6.570629061140156e-05,0.32032365540218943,3.1218424962852898,2.112843493367043e-06,11.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0
node_1806,18,0.9215686274509803,1.0409959097820744e-07,0.2701545460627551,3.7015849430411096,8.655372419116636e-08,18.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0
node_704,11,0.7636363636363637,6.309709902148491e-07,0.3151978768246039,3.172610203070827,1.9251113380466468e-06,11.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0
node_146,10,0.4666666666666667,0.000141354407287742,0.27458180334557325,3.6419019316493313,2.455092978679451e-05,9.0,1.0,9.0,0.10000000000000002,0.002936901266777331,0.00027038312055638564,0.05263157894736841,0.052637246243104924
node_3646,33,0.2784090909090909,1.1965152658218187e-05,0.23967236467236466,4.172362555720654,1.0034646826522417e-09,33.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0
node_2275,19,0.39766081871345027,3.7400083485787043e-06,0.2828127188681888,3.535908865775136,5.912056952216688e-08,19.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0
node_909,61,0.5841530054644809,8.837339375597463e-06,0.31700423928403204,3.1545319465081723,3.826378345275082e-06,61.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0
node_2008,24,0.4492753623188406,0.0117477777650519,0.28182579564489113,3.5482912332838037,2.547422446173045e-08,21.968,2.032,10.904,0.08466666666666665,0.003715521262170937,0.0005818841214340675,0.04423715415019761,0.04424867171463554
node_3702,13,0.44871794871794873,1.542519589735885e-06,0.23938819065686506,4.177315502724121,6.731298428827177e-10,13.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0
node_1084,136,0.5237472766884531,7.173764179975422e-05,0.3194114855244423,3.1307578008915304,5.988309461650659e-05,136.0,0.0,136.0,0.0,0.0,0.0,0.0,0.0
node_363,48,0.2845744680851064,0.0018163920273507278,0.3215480172001911,3.109955423476969,3.138313512980778e-06,48.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0
node_2347,95,0.4311310190369541,3.676887269467069e-05,0.28432615124630334,3.5170876671619613,1.1626633430224319e-07,95.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0
node_581,24,0.4166666666666667,8.31654099674785e-06,0.31880625296068216,3.136701337295691,3.356582794255052e-06,24.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0
node_2853,14,0.25274725274725274,2.5605445438556767e-06,0.28271371560596514,3.537147102526003,5.560067457773964e-08,13.921,0.079,13.883233333333333,0.005642857142857142,0.0002107455799236583,2.3524213689743584e-05,0.0031531054131054125,0.003153553138398788
node_1112,37,0.3588588588588589,0.0001286546757982767,0.3336362885235066,2.997275879148093,3.82375244062812e-05,34.986,2.014,24.23919761904762,0.054432432432432426,0.001459944641542169,0.0007573491907189998,0.02834014235847101,0.028351559417925304
node_2621,25,0.2833333333333333,8.974061687835677e-06,0.28293161434977576,3.534422981674096,6.414407508106872e-08,24.992,0.008,24.969,0.00032,1.077463060589226e-05,2.426818832813792e-06,0.00016496598639455782,0.00016501133208459494
node_3334,8,0.42857142857142855,8.004514977717165e-07,0.2599124613800206,3.8474492322932146,0.0006255050594472284,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
node_3675,15,0.9238095238095239,8.404979730765984e-08,0.23941657773034508,4.176820208023774,8.961318291155742e-10,15.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0
node_1167,25,0.62,3.1610605683035476e-06,0.3160118954452966,3.1644378405151063,2.3079410075646078e-06,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0
node_2162,76,0.4792982456140351,0.00014091281293992117,0.27863648909743305,3.588905398712234,0.007218647396773368,76.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0
node_1199,187,0.5029038008165143,3.487911609054845e-05,0.319588444796201,3.129024269440317,8.633283485801543e-05,187.0,0.0,187.0,0.0,0.0,0.0,0.0,0.0
node_1838,14,0.7252747252747253,3.450493304501873e-07,0.17837264776040287,5.606240713224368,3.4232798882831587e-13,14.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0
node_445,46,0.6492753623188405,2.326973710418644e-06,0.3160613650594865,3.1639425458147596,1.8175459367354906e-05,46.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0
node_3769,19,0.6432748538011696,1.4628764391929892e-06,0.23947337207923142,4.175829618623081,8.734237632759136e-10,19.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0
node_2727,11,0.7090909090909091,7.098910500249009e-07,0.28265434691306174,3.537890044576523,4.915271782705368e-08,11.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0
node_1613,20,0.6842105263157895,7.610630932348111e-05,0.2866676132329973,3.4883605745418524,4.097898581756307e-06,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
node_787,6,0.5333333333333333,1.7789876529668665e-07,0.3150749063670412,3.1738484398216937,2.1911055857860986e-06,5.512,0.488,5.3,0.08133333333333333,0.0007402369046020231,0.00015741424709118484,0.05401818181818181,0.05402094724621688
node_3911,18,0.6666666666666666,1.1058563551789978e-06,0.2394591709660203,4.176077265973254,7.067280111489984e-10,18.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0
node_2158,57,0.62468671679198,6.778224414187379e-05,0.2788288910371496,3.5864289252105004,0.0037588669661718405,57.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0
node_1544,11,0.9454545454545454,2.842515322727152e-08,0.27071600965406273,3.6939078751857357,2.496375447530234e-07,11.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0
node_267,2,1.0,0.0,0.26112260734609416,3.829618623080733,2.117588831782125e-07,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
node_2320,13,0.5769230769230769,7.347528711503455e-07,0.2826939232707925,3.537394749876176,7.417986526534009e-08,13.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0
node_264,5,1.0,0.0,0.2611732746911584,3.828875681030213,2.1574871103769868e-07,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
node_4037,4,0.6666666666666666,7.156846879751761e-08,0.18400546821599453,5.434621099554235,2.98923251382765e-10,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
node_1746,2,1.0,0.0,0.26986566864933503,3.7055473006438833,7.719180928487582e-08,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
node_1880,5,0.8,1.9084925012671366e-08,0.17838052745505145,5.605993065874195,2.9900761448558647e-13,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
node_3751,2,1.0,0.0,0.2392321820013034,4.180039623576028,6.27191645507387e-10,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
node_1520,21,0.3952380952380952,7.762643776429712e-05,0.28734078132783036,3.480188211986132,4.343227540417265e-06,21.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0
node_2412,21,0.23333333333333334,6.0307510701400185e-06,0.2828523395909218,3.5354135710747894,5.60767492746786e-08,20.995,0.005,20.983,0.0002380952380952381,6.7622772106023494e-06,1.5153356153742984e-06,0.00012570356472795498,0.00012573190416183163
node_1161,117,0.5279988211022694,2.800995653317752e-05,0.317827626918536,3.1463595839524516,5.230779437962946e-05,117.0,0.0,117.0,0.0,0.0,0.0,0.0,0.0
node_2866,15,0.4,1.4162717801936694e-06,0.2827335107127853,3.5368994551758295,5.3582616896429865e-08,15.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0
node_1513,7,1.0,0.0,0.2764238773274918,3.6176324913323428,9.748711699896411e-08,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
node_1205,49,0.5433673469387755,2.406831966254186e-05,0.3182785528493734,3.1419019316493313,3.0621545031274237e-06,49.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0
node_3809,35,0.5310924369747899,6.123555406558976e-06,0.23970081918556335,4.171867261020307,8.000831229152009e-10,35.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0
node_3226,85,0.15630252100840336,0.00013411782121330063,0.2612070638463031,3.8283803863298664,0.002084457875856569,85.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0
node_3724,15,0.6476190476190476,6.663971729201046e-07,0.23941657773034508,4.176820208023774,1.4229505602852838e-09,15.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0
node_1512,9,0.8055555555555556,2.044813394214789e-07,0.2764617280569629,3.617137196631996,9.870657683687331e-08,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
node_3876,4,0.8333333333333334,1.1153527604807941e-08,0.2392605320850862,4.179544328875681,6.387886587871672e-10,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
node_2992,19,0.23976608187134502,4.746062839705805e-06,0.26009661835748793,3.8447251114413077,0.0019490085721785536,19.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0
node_771,55,0.7784511784511785,1.6055545041972082e-06,0.3162841701261064,3.1617137196631995,2.3853644977388904e-05,55.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0
node_3661,27,0.6381766381766382,1.8798265016000365e-06,0.2395870416518334,4.173848439821694,1.3630832832191065e-09,27.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0
node_1355,23,0.6521739130434783,1.7326531837575154e-06,0.31777760289604157,3.1468548786527983,2.7532812547666977e-06,23.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0
node_472,11,0.7454545454545455,1.9070012787119148e-07,0.3151978768246039,3.172610203070827,1.97782945655913e-06,11.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0
node_1463,35,0.7546218487394958,2.573847135413569e-05,0.26623590690314497,3.756067360079247,0.000798966656288056,35.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0
node_2877,6,0.8,4.52337508417211e-08,0.2825554544818417,3.5391282813273897,5.0882474957042586e-08,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
node_2815,40,0.5692307692307692,3.4443306503860715e-06,0.28322929087465804,3.5307082714214957,6.820633382476833e-08,40.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0
node_906,148,0.4974259974259974,0.006056580020060359,0.33870156014091596,2.9524517087667164,6.860809333313012e-05,148.0,0.0,148.0,0.0,0.0,0.0,0.0,0.0
node_569,106,0.5919137466307277,1.2312168367330479e-05,0.31755268952500787,3.1490837048043585,4.7279926394558144e-05,106.0,0.0,106.0,0.0,0.0,0.0,0.0,0.0
node_3639,15,0.3238095238095238,3.7170812624169227e-06,0.23941657773034508,4.176820208023774,8.961390759304957e-10,15.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0
node_2950,6,0.8666666666666667,2.4743960400582322e-08,0.259879006307118,3.8479445269935613,0.0006463763975441733,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
node_3496,16,0.75,4.2773146876367973e-07,0.23943077379187666,4.176572560673601,1.0314847030542334e-09,16.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0
node_729,112,0.5535714285714286,1.6977310635668962e-05,0.3177025963808025,3.1475978207033184,5.283374850800818e-05,112.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0
node_3455,130,0.8197972570065594,5.8321915968249375e-06,0.26196963799143635,3.8172362555720656,0.05651649919953108,130.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0
node_3995,6,0.8,6.441162191776586e-08,0.18402223943854532,5.434125804853888,3.0272763965117347e-10,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
node_958,90,0.3041198501872659,7.853024667627917e-05,0.3176276252654763,3.1483407627538385,3.733257389197728e-06,90.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0
node_2482,16,0.20833333333333334,3.713728332183426e-06,0.2827533085918353,3.536651807825656,6.191146156898547e-08,15.807,0.193,15.58925641025641,0.0120625,0.0010749137847455973,5.480592886992762e-05,0.007864539546864937,0.007865633310477068
node_3683,16,0.6083333333333333,5.251349040164484e-07,0.23943077379187666,4.176572560673601,1.0251030505807325e-09,16.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0
node_2585,20,0.45263157894736844,2.569079259469388e-06,0.2828325278419836,3.5356612184249627,5.557462590516833e-08,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
node_1424,172,0.49224806201550386,0.00045508164257023165,0.2887585812356979,3.4631005448241705,0.00847740113999759,172.0,0.0,172.0,0.0,0.0,0.0,0.0,0.0
node_366,231,0.1616412572934312,0.010308265926953497,0.3698479575013739,2.70381376919267,1.3857003001596635e-05,231.0,0.0,231.0,0.0,0.0,0.0,0.0,0.0
node_2833,69,0.4100596760443308,2.1721549040220376e-05,0.2838065785774529,3.5235264982664685,8.662600044906104e-08,69.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0
node_2618,55,0.298989898989899,3.766893116152364e-05,0.2835275944389833,3.5269935611688954,8.742513232562865e-08,54.909,0.091,54.69383333333333,0.0016545454545454543,0.00012120893212027049,2.767479593683854e-05,0.0008389973776124788,0.0008395133600775799
node_946,46,0.4579710144927536,2.6635632201680266e-05,0.3166810446239511,3.157751362060426,1.9248303630769144e-05,45.242,0.758,45.242,0.016478260869565216,0.000549800399866293,0.00028493435161767837,0.008329670329670328,0.008333967893439258
node_2231,49,0.9379251700680272,1.867614845658334e-07,0.2785211753345289,3.590391282813274,0.0035267630300014484,49.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0
node_443,65,0.6225961538461539,9.512786845131672e-06,0.31710381655410713,3.153541357107479,3.368961061166418e-06,65.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0
