,Stability
node_429,0
node_268,0
node_766,1
node_862,1
node_271,0
node_522,1
node_681,1
node_481,1
node_297,0
node_807,0
node_764,1
node_88,1
node_445,1
node_981,0
node_731,0
node_502,1
node_768,0
node_593,1
node_752,1
node_457,0
node_914,1
node_543,1
node_428,1
node_994,1
node_677,1
node_420,1
node_744,0
node_557,0
node_715,1
node_207,1
node_338,1
node_834,0
node_558,0
node_370,0
node_625,1
node_573,1
node_223,1
node_386,1
node_176,1
node_966,1
node_786,1
node_509,0
node_125,1
node_202,1
node_755,1
node_194,0
node_385,0
node_282,1
node_516,1
node_391,0
node_448,0
node_380,0
node_336,1
node_635,1
node_508,1
node_347,1
node_236,1
node_925,1
node_222,1
node_192,1
node_404,1
node_174,1
node_45,1
node_855,0
node_729,0
node_224,0
node_383,0
node_534,1
node_72,0
node_3,1
node_838,0
node_796,1
node_850,1
node_929,0
node_633,0
node_330,0
node_809,0
node_479,1
node_530,1
node_368,1
node_998,0
node_523,0
node_326,1
node_401,0
node_873,0
node_992,1
node_208,1
node_399,0
node_99,1
node_449,0
node_475,1
node_953,1
node_611,1
node_776,1
node_340,1
node_791,1
node_285,0
node_770,0
node_664,1
node_6,0
node_572,1
node_392,0
node_354,0
node_712,1
node_662,1
node_462,1
node_252,1
node_273,0
node_65,1
node_849,1
node_991,1
node_416,0
node_452,0
node_808,1
node_425,0
node_622,1
node_997,1
node_538,1
node_800,0
node_696,0
node_830,1
node_874,1
node_25,1
node_624,1
node_22,0
node_63,1
node_121,1
node_969,1
node_721,1
node_988,0
node_182,0
node_650,0
node_738,1
node_583,1
node_346,1
node_272,1
node_167,1
node_438,1
node_537,1
node_52,1
node_98,1
node_765,0
node_833,0
node_103,1
node_781,1
node_690,0
node_324,0
node_499,0
node_291,1
node_371,0
node_671,1
node_670,0
node_649,1
node_613,0
node_564,0
node_154,1
node_740,1
node_993,1
node_97,1
node_257,1
node_107,1
node_213,1
node_220,1
node_655,1
node_827,0
node_363,0
node_952,1
node_379,1
node_417,0
node_292,0
node_915,1
node_579,1
node_741,0
node_813,1
node_673,1
node_884,1
node_382,0
node_912,0
node_461,1
node_32,0
node_669,1
node_116,0
node_767,1
node_437,0
node_585,1
node_357,1
node_947,0
node_460,1
node_288,1
node_152,1
node_206,1
node_264,1
node_861,0
node_193,1
node_436,0
node_172,0
node_117,1
node_536,1
node_78,0
node_645,1
node_471,1
node_880,0
node_631,0
node_48,1
node_84,0
node_187,0
node_315,1
node_937,1
node_551,0
node_887,1
node_249,1
node_113,1
node_716,0
node_501,0
node_886,0
node_646,0
node_525,1
node_989,0
node_519,1
node_388,0
node_126,0
node_733,1
node_629,0
node_166,1
node_5,0
node_422,1
node_16,0
node_277,1
node_604,1
node_265,0
node_260,1
node_150,0
node_802,1
node_427,1
node_341,1
node_888,1
node_591,0
node_778,1
node_944,0
node_552,1
node_856,0
node_305,0
node_732,0
node_580,1
node_759,0
node_734,0
node_244,0
node_692,1
node_261,1
node_9,1
node_225,0
node_145,1
node_10,1
node_699,1
node_96,1
node_262,1
node_520,1
node_92,0
node_938,1
node_214,1
node_601,1
node_584,1
node_882,0
node_753,0
node_620,0
node_955,1
node_995,1
node_212,1
node_411,1
node_27,1
node_46,0
node_76,1
node_565,1
node_636,0
node_109,0
node_327,0
node_665,0
node_352,0
node_762,1
node_825,1
node_563,1
node_835,1
node_964,0
node_29,1
node_828,1
node_513,0
node_197,1
node_823,0
node_597,1
node_415,0
node_982,0
node_816,1
node_643,1
node_831,1
node_335,0
node_184,1
node_299,1
node_703,1
node_374,1
node_973,0
node_678,0
node_599,1
node_287,0
node_360,1
node_325,1
node_498,0
node_801,1
node_935,1
node_910,1
node_518,0
node_697,0
node_748,0
node_959,1
node_839,1
node_600,1
node_739,1
node_75,0
node_205,1
node_901,0
node_879,0
node_280,1
node_161,1
node_779,0
node_771,0
node_67,1
node_450,1
node_983,0
node_691,1
node_777,0
node_736,0
node_756,1
node_469,0
node_334,1
node_69,1
node_541,1
node_774,1
node_73,0
node_506,1
node_328,1
node_41,0
node_707,1
node_639,0
node_31,1
node_916,1
node_638,0
node_476,0
node_298,0
node_251,0
node_976,1
node_466,1
node_676,0
node_894,1
node_898,0
node_286,1
node_303,0
node_314,0
node_278,0
node_155,0
node_317,1
node_4,1
node_784,0
node_717,0
node_730,0
node_345,1
node_446,1
node_302,0
node_603,1
node_173,0
node_967,0
node_902,1
node_258,1
node_458,0
node_876,0
node_312,1
node_147,1
node_489,1
node_442,0
node_33,1
node_818,1
node_939,1
node_290,1
node_35,1
node_53,1
node_233,0
node_329,1
node_514,0
node_837,1
node_227,1
node_821,1
node_381,0
node_546,0
node_400,1
node_576,1
node_320,0
node_539,1
node_36,1
node_366,0
node_919,1
node_138,1
node_64,1
node_339,0
node_950,0
node_355,1
node_253,0
node_62,1
node_841,1
node_93,1
node_373,1
node_110,1
node_395,0
node_711,0
node_693,0
node_14,0
node_943,0
node_870,0
node_607,1
node_641,1
node_203,1
node_136,0
node_746,1
node_609,1
node_547,1
node_204,1
node_742,1
node_94,1
node_694,1
node_695,0
node_353,1
node_266,0
node_43,1
node_758,0
node_199,1
node_433,1
node_974,1
node_19,1
node_362,0
node_102,0
node_472,0
node_254,0
node_66,1
node_701,1
node_688,1
node_18,0
node_58,0
node_412,1
node_175,0
node_130,0
node_274,0
node_30,0
node_683,1
node_139,0
node_903,0
node_146,1
node_200,1
node_769,1
node_71,0
node_962,0
node_524,0
node_364,1
node_140,1
node_270,1
node_529,0
node_40,0
node_727,1
node_817,0
node_803,0
node_566,0
node_713,1
node_581,1
node_868,1
node_594,1
node_178,0
node_875,0
node_378,0
node_824,1
node_728,1
node_165,0
node_945,1
node_668,1
node_714,1
node_179,0
node_851,1
node_50,0
node_60,1
node_853,1
node_865,0
node_792,1
node_275,0
node_124,0
node_289,0
node_493,0
node_554,1
node_8,0
node_679,0
node_77,0
node_859,0
node_907,1
node_872,0
node_500,1
node_661,1
node_533,1
node_790,1
node_750,1
node_936,1
node_188,1
node_243,1
node_410,1
node_705,1
node_951,1
node_7,1
node_318,0
node_221,0
node_846,1
node_954,1
node_798,1
node_350,1
node_957,0
node_858,0
node_369,0
node_930,1
node_242,1
node_168,0
node_283,1
node_726,1
node_132,1
node_793,1
node_906,1
node_598,0
node_637,1
node_447,0
node_745,0
node_409,1
node_68,0
node_787,0
node_91,0
node_857,0
node_23,1
node_308,1
node_652,1
node_387,0
node_642,1
node_490,1
node_170,1
node_148,1
node_256,0
node_507,0
node_811,1
node_634,0
node_478,1
node_555,0
node_877,1
node_463,1
node_617,1
node_201,1
node_905,0
node_814,1
node_757,0
node_658,1
node_248,0
node_685,1
node_890,0
node_927,0
node_484,1
node_183,1
node_295,1
node_375,1
node_644,0
node_15,1
node_321,0
node_115,1
node_805,1
node_608,1
node_656,1
node_153,0
node_562,0
node_672,1
node_904,1
node_942,1
node_309,1
node_185,0
node_724,1
node_999,0
node_407,0
node_595,1
