,Same Community
graph_2_1_nodes_112_132,0
graph_1_5_nodes_74_107,0
graph_4_4_nodes_7_110,1
graph_4_5_nodes_72_119,0
graph_1_1_nodes_112_131,0
graph_2_2_nodes_43_169,0
graph_2_4_nodes_114_116,0
graph_4_3_nodes_118_133,0
graph_2_4_nodes_80_166,0
graph_3_5_nodes_28_135,0
graph_3_4_nodes_76_195,1
graph_1_5_nodes_34_71,0
graph_1_1_nodes_0_78,0
graph_4_3_nodes_16_184,0
graph_3_1_nodes_187_188,1
graph_1_2_nodes_102_186,0
graph_2_1_nodes_60_65,0
graph_4_2_nodes_90_115,1
graph_1_5_nodes_10_160,0
graph_4_2_nodes_145_195,1
graph_4_4_nodes_159_196,1
graph_1_4_nodes_32_36,0
graph_1_3_nodes_152_176,0
graph_4_3_nodes_61_104,0
graph_2_4_nodes_113_155,0
graph_3_5_nodes_66_130,0
graph_1_2_nodes_20_156,0
graph_2_3_nodes_96_168,0
graph_4_1_nodes_3_60,0
graph_2_2_nodes_17_82,1
graph_2_1_nodes_49_158,0
graph_1_5_nodes_125_189,0
graph_3_3_nodes_48_113,1
graph_2_1_nodes_17_167,0
graph_1_3_nodes_33_118,0
graph_3_1_nodes_120_185,0
graph_3_2_nodes_59_146,0
graph_3_4_nodes_77_114,0
graph_4_4_nodes_179_183,1
graph_3_2_nodes_62_187,0
graph_3_5_nodes_0_37,0
graph_2_3_nodes_37_145,0
graph_2_2_nodes_19_44,0
graph_4_3_nodes_41_105,0
graph_2_1_nodes_148_170,0
graph_3_4_nodes_6_137,0
graph_2_4_nodes_93_127,0
graph_4_1_nodes_101_175,0
graph_2_3_nodes_97_106,1
graph_4_5_nodes_162_185,0
graph_2_2_nodes_63_128,0
graph_4_2_nodes_35_177,1
graph_1_3_nodes_60_92,1
graph_3_1_nodes_43_139,1
graph_3_3_nodes_16_151,0
graph_1_5_nodes_53_149,0
graph_4_3_nodes_27_71,0
graph_2_5_nodes_40_56,0
graph_4_5_nodes_40_136,0
graph_2_4_nodes_116_171,0
graph_3_3_nodes_29_79,0
graph_1_3_nodes_52_83,0
graph_2_4_nodes_39_134,0
graph_1_1_nodes_101_124,0
graph_3_4_nodes_98_182,0
graph_1_4_nodes_66_119,0
graph_3_5_nodes_31_187,0
graph_4_5_nodes_97_179,0
graph_4_4_nodes_10_34,1
graph_4_4_nodes_31_167,1
graph_3_5_nodes_21_118,0
graph_4_4_nodes_42_137,1
graph_3_3_nodes_92_148,0
graph_1_5_nodes_97_171,0
graph_2_5_nodes_83_142,0
graph_1_2_nodes_16_101,0
graph_1_4_nodes_136_150,0
graph_4_2_nodes_156_158,1
graph_2_5_nodes_43_62,0
graph_1_2_nodes_73_136,0
graph_2_3_nodes_111_133,0
graph_4_3_nodes_45_98,1
graph_2_1_nodes_152_188,0
graph_1_3_nodes_66_127,0
graph_4_1_nodes_103_191,0
graph_4_4_nodes_27_163,1
graph_2_1_nodes_23_193,0
graph_1_4_nodes_18_159,0
graph_2_2_nodes_37_57,0
graph_2_1_nodes_59_75,0
graph_1_3_nodes_134_170,0
graph_1_1_nodes_45_55,0
graph_3_2_nodes_148_156,0
graph_4_1_nodes_53_142,0
graph_1_1_nodes_2_97,0
graph_1_5_nodes_188_199,0
graph_4_4_nodes_154_183,1
graph_4_4_nodes_58_63,1
graph_3_5_nodes_13_189,0
graph_1_5_nodes_12_101,0
graph_3_4_nodes_125_199,0
graph_3_5_nodes_56_68,0
graph_1_5_nodes_44_197,0
graph_4_5_nodes_101_130,0
graph_1_4_nodes_142_185,0
graph_3_5_nodes_43_45,1
graph_4_5_nodes_40_117,0
graph_3_1_nodes_75_195,0
graph_3_1_nodes_153_169,0
graph_3_3_nodes_42_188,0
graph_1_4_nodes_160_177,0
graph_4_1_nodes_17_115,0
graph_4_2_nodes_125_178,1
graph_2_4_nodes_11_196,0
graph_1_2_nodes_40_174,0
graph_1_5_nodes_101_158,0
graph_4_2_nodes_3_108,1
graph_2_5_nodes_39_190,1
graph_3_2_nodes_50_75,0
graph_2_1_nodes_6_147,0
graph_3_3_nodes_17_133,1
graph_1_3_nodes_135_187,0
graph_4_3_nodes_110_155,0
graph_3_5_nodes_80_122,0
graph_3_5_nodes_31_152,0
graph_3_1_nodes_67_83,1
graph_2_5_nodes_110_196,0
graph_2_5_nodes_32_191,1
graph_3_2_nodes_28_65,0
graph_3_5_nodes_53_187,0
graph_4_3_nodes_74_106,0
graph_2_4_nodes_182_185,0
graph_4_5_nodes_1_164,0
graph_1_1_nodes_28_181,0
graph_3_5_nodes_35_183,0
graph_4_3_nodes_46_135,0
graph_2_3_nodes_100_159,0
graph_4_3_nodes_19_151,0
graph_2_2_nodes_55_193,0
graph_3_2_nodes_4_133,0
graph_1_2_nodes_99_167,0
graph_1_2_nodes_32_179,0
graph_3_1_nodes_75_116,0
graph_1_1_nodes_107_138,0
graph_4_1_nodes_4_10,0
graph_3_1_nodes_14_124,0
graph_2_2_nodes_164_168,0
graph_4_5_nodes_103_173,1
graph_3_3_nodes_125_197,0
graph_2_4_nodes_132_163,1
graph_4_5_nodes_55_94,0
graph_1_3_nodes_92_99,0
graph_2_3_nodes_55_199,0
graph_1_1_nodes_124_169,0
graph_4_4_nodes_15_26,1
graph_3_5_nodes_96_148,0
graph_1_5_nodes_98_162,0
graph_2_2_nodes_68_112,0
graph_2_5_nodes_40_150,0
graph_2_5_nodes_87_172,0
graph_1_2_nodes_82_106,0
graph_2_3_nodes_35_45,1
graph_3_2_nodes_64_146,0
graph_2_3_nodes_94_150,0
graph_4_3_nodes_39_70,0
graph_3_3_nodes_59_122,0
graph_4_1_nodes_45_83,0
graph_3_2_nodes_81_83,0
graph_2_4_nodes_45_192,0
graph_3_3_nodes_142_173,0
graph_2_1_nodes_22_79,0
graph_1_2_nodes_41_188,0
graph_4_4_nodes_11_130,1
graph_4_3_nodes_41_88,0
graph_1_2_nodes_8_46,0
graph_2_2_nodes_89_183,1
graph_3_2_nodes_35_92,0
graph_2_3_nodes_115_149,0
graph_4_5_nodes_41_108,0
graph_3_1_nodes_111_113,0
graph_4_1_nodes_142_162,0
graph_1_1_nodes_25_151,0
graph_2_2_nodes_31_132,0
graph_4_4_nodes_36_74,1
graph_1_4_nodes_108_189,0
graph_4_5_nodes_11_191,0
graph_1_2_nodes_116_195,0
graph_3_4_nodes_119_165,1
graph_4_5_nodes_11_40,0
graph_4_1_nodes_109_129,0
graph_1_3_nodes_107_186,0
graph_3_3_nodes_105_170,0
graph_1_5_nodes_70_109,0
graph_2_1_nodes_41_92,0
graph_2_1_nodes_123_133,0
graph_3_5_nodes_74_181,0
graph_2_1_nodes_120_166,0
graph_1_2_nodes_5_97,0
graph_3_2_nodes_136_199,0
graph_2_1_nodes_26_111,0
graph_3_5_nodes_97_169,0
graph_1_3_nodes_81_117,0
graph_3_1_nodes_31_53,1
graph_2_3_nodes_145_149,0
graph_3_1_nodes_14_136,0
graph_2_4_nodes_138_160,0
graph_1_1_nodes_156_192,1
graph_2_4_nodes_30_35,0
graph_4_4_nodes_33_86,1
graph_2_5_nodes_102_198,1
graph_1_2_nodes_168_197,0
graph_1_5_nodes_140_160,0
graph_3_3_nodes_70_96,0
graph_2_1_nodes_72_100,1
graph_3_4_nodes_49_142,0
graph_2_5_nodes_29_185,0
graph_2_3_nodes_59_99,1
graph_3_4_nodes_13_153,0
graph_4_4_nodes_42_126,1
graph_1_2_nodes_79_153,0
graph_2_4_nodes_12_157,0
graph_1_4_nodes_10_117,0
graph_2_2_nodes_44_70,0
graph_1_4_nodes_28_171,0
graph_3_5_nodes_10_132,0
graph_4_4_nodes_96_120,1
graph_2_4_nodes_38_110,1
graph_3_1_nodes_29_152,0
graph_4_5_nodes_82_119,0
graph_4_4_nodes_4_81,1
graph_1_4_nodes_116_171,0
graph_4_4_nodes_189_191,1
graph_3_5_nodes_82_120,0
graph_4_4_nodes_86_141,1
graph_2_4_nodes_37_163,0
graph_3_2_nodes_148_178,0
graph_3_1_nodes_151_154,0
graph_2_3_nodes_14_62,0
graph_1_4_nodes_66_137,0
graph_4_5_nodes_22_26,0
graph_4_5_nodes_69_150,0
graph_3_3_nodes_96_191,0
graph_4_2_nodes_23_126,1
graph_3_5_nodes_10_187,1
graph_2_2_nodes_17_115,0
graph_3_2_nodes_27_47,0
graph_3_4_nodes_5_161,0
graph_2_3_nodes_155_176,0
graph_3_1_nodes_39_150,0
graph_4_2_nodes_33_166,1
graph_3_2_nodes_87_136,0
graph_2_5_nodes_21_128,0
graph_2_1_nodes_130_171,0
graph_2_4_nodes_119_137,0
graph_3_5_nodes_71_123,0
graph_4_5_nodes_19_102,0
graph_3_5_nodes_84_145,1
graph_2_3_nodes_156_179,0
graph_3_3_nodes_14_153,0
graph_1_3_nodes_26_27,0
graph_2_1_nodes_40_133,0
graph_4_3_nodes_27_86,0
graph_1_2_nodes_9_134,0
graph_4_4_nodes_14_171,1
graph_2_4_nodes_29_90,0
graph_2_4_nodes_20_162,0
graph_1_5_nodes_94_185,0
graph_2_3_nodes_145_176,0
graph_2_4_nodes_90_187,0
graph_1_5_nodes_55_196,1
graph_2_1_nodes_93_150,0
graph_3_1_nodes_52_159,0
graph_3_4_nodes_146_174,0
graph_2_4_nodes_78_173,1
graph_1_3_nodes_178_189,0
graph_3_1_nodes_96_140,0
graph_3_2_nodes_105_158,0
graph_4_4_nodes_122_179,1
graph_3_1_nodes_19_45,0
graph_4_5_nodes_1_46,0
graph_1_4_nodes_83_117,0
graph_1_5_nodes_79_87,0
graph_2_5_nodes_88_183,0
graph_1_2_nodes_27_93,0
graph_4_5_nodes_33_118,0
graph_3_5_nodes_75_151,1
graph_2_2_nodes_91_134,0
graph_2_1_nodes_26_45,1
graph_3_3_nodes_59_91,1
graph_3_1_nodes_18_120,0
graph_3_5_nodes_133_173,0
graph_4_1_nodes_0_152,0
graph_4_2_nodes_96_137,1
graph_2_4_nodes_104_145,1
graph_1_5_nodes_115_131,0
graph_1_2_nodes_92_104,0
graph_4_2_nodes_58_82,1
graph_2_4_nodes_30_104,0
graph_1_3_nodes_137_143,0
graph_3_5_nodes_84_114,1
graph_2_1_nodes_38_42,0
graph_2_1_nodes_18_122,0
graph_4_4_nodes_51_101,1
graph_3_5_nodes_68_194,0
graph_2_4_nodes_39_41,0
graph_1_3_nodes_37_71,0
graph_1_2_nodes_53_68,1
graph_1_1_nodes_57_196,0
graph_2_2_nodes_82_171,0
graph_4_5_nodes_136_193,0
graph_1_5_nodes_5_195,0
graph_1_4_nodes_128_185,0
graph_1_3_nodes_28_53,0
graph_1_3_nodes_9_177,0
graph_2_5_nodes_141_144,0
graph_3_3_nodes_84_186,0
graph_2_3_nodes_12_194,1
graph_4_2_nodes_68_144,1
graph_1_2_nodes_87_134,0
graph_3_5_nodes_29_68,0
graph_2_3_nodes_39_72,0
graph_1_4_nodes_121_129,0
graph_3_3_nodes_98_150,0
graph_1_3_nodes_123_168,0
graph_1_5_nodes_24_99,0
