,Degree_A,Clustering Coefficient_A,Betweenness_A,Closeness_A,Shortest Path_A,Eigenvector_A,E In_A,E Out_A,E In Over E Out_A,ODF_A,Expansion_A,Cut Ratio_A,Conductance_A,Normalised Cut_A,Triangle Participation_A,Degree_B,Clustering Coefficient_B,Betweenness_B,Closeness_B,Shortest Path_B,Eigenvector_B,E In_B,E Out_B,E In Over E Out_B,ODF_B,Expansion_B,Cut Ratio_B,Conductance_B,Normalised Cut_B,Triangle Participation_B,Shortest Path Length,Triadic Closure,Mean Deg. on Path,Median Deg. on Path,Max Deg. on Path,Min Deg. on Path,Var of Deg. on Path
graph_2_2_nodes_31_121,8.0,0.21428571428571427,0.008369732197524961,0.38943248532289626,2.5678391959798996,0.1146147420696731,6.0,2.0,3.0,0.25,0.06451612903225802,0.011834319526627222,0.1428571428571428,0.14406633269994815,0.2258064516129031,6.0,0.06666666666666668,0.0065068439033127284,0.35727109515260325,2.798994974874372,0.0466062137477896,2.0,4.0,0.5,0.6666666666666665,0.125,0.02380952380952382,0.5,0.502403846153846,0.0,4,0,13.2,8.0,33,6,100.56
graph_1_3_nodes_27_151,9.0,0.19444444444444445,0.02014508190853302,0.35663082437275984,2.8040201005025125,0.06434689891477809,7.0,2.0,3.5,0.2222222222222223,0.0869565217391304,0.011299435028248593,0.125,0.12619760479041914,0.3043478260869565,8.0,0.14285714285714285,0.008337568867769662,0.2974588938714499,3.3618090452261304,0.010866418862789645,7.0,1.0,7.0,0.125,0.03846153846153845,0.005747126436781607,0.06666666666666665,0.06726582784102257,0.2692307692307692,3,0,8.25,8.5,10,6,2.1875
graph_4_3_nodes_55_113,14.0,0.054945054945054944,0.02035885851658056,0.4020202020202021,2.487437185929648,0.11526499984483547,6.0,8.0,0.75,0.5714285714285712,0.3636363636363637,0.0449438202247191,0.4000000000000001,0.4048661800486617,0.1363636363636363,6.0,0.06666666666666668,0.0036084815289409984,0.3712686567164179,2.6934673366834168,0.06466127744117604,2.0,4.0,0.5,0.6666666666666665,0.21052631578947364,0.02209944751381216,0.5,0.5024271844660194,0.0,2,0,12.666666666666664,14.0,18,6,24.88888888888889
graph_2_3_nodes_75_87,8.0,0.14285714285714285,0.004597943645980793,0.3262295081967213,3.0653266331658293,0.030358126911899173,7.0,1.0,7.0,0.125,0.037037037037037035,0.0057803468208092465,0.06666666666666665,0.06724637681159419,0.2222222222222223,5.0,0.1,0.0046574004254114395,0.3407534246575342,2.9346733668341707,0.02874077074447233,2.0,3.0,0.6666666666666665,0.5999999999999998,0.11111111111111116,0.017341040462427737,0.42857142857142855,0.4302985442881815,0.11111111111111116,4,0,11.4,10.0,22,5,33.440000000000005
graph_2_4_nodes_67_145,8.0,0.42857142857142855,0.0039691344683489005,0.34912280701754383,2.864321608040201,0.09057288693418368,7.0,1.0,7.0,0.125,0.04166666666666666,0.005681818181818182,0.06666666666666665,0.06727456940222899,0.3333333333333333,8.0,0.17857142857142858,0.009763705817826264,0.3547237076648841,2.8190954773869352,0.09885488883868017,5.0,3.0,1.666666666666667,0.375,0.125,0.017045454545454537,0.2307692307692308,0.2325863113264689,0.25,2,0,11.333333333333336,8.0,18,8,22.222222222222214
graph_1_1_nodes_135_171,10.0,0.3111111111111111,0.007142292125477402,0.3189102564102564,3.135678391959799,0.16141257790859045,9.0,1.0,9.0,0.10000000000000002,0.03125,0.005952380952380955,0.05263157894736841,0.05330047526843865,0.3125,5.0,0.1,0.0028240685340227725,0.28798842257597684,3.472361809045226,0.02348807882413048,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.1153846153846154,3,0,7.5,7.5,10,5,3.25
graph_2_1_nodes_156_159,5.0,0.5,0.0016152322414763238,0.3442906574394464,2.9045226130653266,0.0822586020658433,4.0,1.0,4.0,0.20000000000000004,0.033333333333333326,0.005882352941176472,0.11111111111111116,0.11170599510873157,0.16666666666666666,20.0,0.08421052631578947,0.04445930246763755,0.4086242299794661,2.4472361809045227,0.0964304647619838,13.0,7.0,1.8571428571428577,0.3499999999999999,0.2413793103448275,0.040935672514619895,0.21212121212121207,0.2163153403417035,0.4137931034482759,3,0,14.5,16.5,20,5,33.25
graph_2_5_nodes_42_167,8.0,0.14285714285714285,0.01579224031313051,0.3618181818181818,2.7638190954773867,0.016637483880939045,5.0,3.0,1.666666666666667,0.375,0.15789473684210528,0.016574585635359122,0.2307692307692308,0.2326040931545519,0.31578947368421056,11.0,0.18181818181818185,0.01643856072203751,0.3712686567164179,2.6934673366834168,0.0448633044052034,7.0,4.0,1.75,0.3636363636363637,0.20000000000000004,0.022222222222222213,0.2222222222222223,0.2246732026143792,0.4000000000000001,2,0,8.666666666666666,8.0,11,7,2.8888888888888893
graph_1_3_nodes_128_197,12.0,0.19696969696969696,0.027351797137631667,0.3466898954703833,2.884422110552764,0.02634270367102364,11.0,1.0,11.0,0.08333333333333331,0.03846153846153845,0.005747126436781607,0.0434782608695652,0.04408030782922808,0.4615384615384616,8.0,0.42857142857142855,0.006687603673869661,0.3128930817610063,3.1959798994974875,0.046916911264947785,7.0,1.0,7.0,0.125,0.0434782608695652,0.005649717514124296,0.06666666666666665,0.06726582784102257,0.3478260869565216,3,0,9.5,9.5,12,7,4.25
graph_3_1_nodes_93_148,7.0,0.14285714285714285,0.007027452110716074,0.3592057761732852,2.7839195979899496,0.0522417843925463,4.0,3.0,1.333333333333333,0.42857142857142855,0.10714285714285714,0.017441860465116282,0.2727272727272726,0.27458256029684597,0.17857142857142852,4.0,0.16666666666666666,0.001722651927777377,0.3109375,3.2160804020100504,0.015611445265431526,3.0,1.0,3.0,0.25,0.0714285714285714,0.005376344086021505,0.1428571428571428,0.14347557204700065,0.21428571428571427,3,0,7.5,7.0,12,4,8.25
graph_2_3_nodes_84_199,4.0,0.16666666666666666,0.002061241012461729,0.33843537414965985,2.9547738693467336,0.02629744684572369,3.0,1.0,3.0,0.25,0.04761904761904764,0.005586592178770947,0.1428571428571428,0.14343417690215152,0.1428571428571428,7.0,0.09523809523809523,0.012682322643770285,0.37335834896810505,2.678391959798996,0.04422056682237377,4.0,3.0,1.333333333333333,0.42857142857142855,0.10714285714285714,0.017441860465116282,0.2727272727272726,0.2744583748622987,0.1428571428571428,2,0,8.333333333333334,7.0,14,4,17.555555555555557
graph_3_5_nodes_9_190,10.0,0.2,0.007690686090777775,0.3705772811918063,2.6984924623115583,0.060314477141118525,8.0,2.0,4.0,0.20000000000000004,0.09523809523809527,0.011173184357541895,0.11111111111111116,0.11223977928266864,0.42857142857142855,9.0,0.05555555555555555,0.008473909519746406,0.3705772811918063,2.6984924623115583,0.06285878143815367,5.0,4.0,1.25,0.4444444444444446,0.16666666666666666,0.022727272727272728,0.2857142857142856,0.2879614767255215,0.16666666666666666,3,0,10.75,9.5,17,7,14.1875
graph_4_4_nodes_107_168,5.0,0.0,0.004582524917809333,0.3431034482758621,2.914572864321608,0.03317301926692085,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.019655570710533442,0.3864077669902913,2.5879396984924625,0.07630988012532824,12.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,7.5,6.5,12,5,7.25
graph_4_1_nodes_86_102,6.0,0.0,0.003241613545520698,0.3671586715867159,2.7236180904522613,0.04051926806611839,5.0,1.0,5.0,0.16666666666666666,0.023255813953488358,0.006369426751592356,0.09090909090909093,0.09148612495409954,0.0,7.0,0.09523809523809523,0.00581495849570214,0.38715953307393,2.582914572864321,0.05963903552550876,3.0,4.0,0.75,0.5714285714285712,0.09302325581395346,0.025477707006369425,0.4000000000000001,0.4022988505747127,0.06976744186046513,3,0,13.5,8.5,31,6,104.25
graph_3_1_nodes_109_176,4.0,0.0,0.001193464039140266,0.3316666666666667,3.0150753768844223,0.025998999832928443,3.0,1.0,3.0,0.25,0.030303030303030287,0.0059880239520958105,0.1428571428571428,0.14347557204700065,0.0,4.0,0.0,0.002952808159073326,0.3390119250425894,2.949748743718593,0.0272415421998538,2.0,2.0,1.0,0.5,0.05263157894736841,0.012345679012345677,0.3333333333333333,0.3345679012345678,0.0,3,0,6.75,5.5,12,4,10.6875
graph_1_2_nodes_107_168,5.0,0.2,0.00600634795827746,0.30474732006125577,3.28140703517588,0.01873545514795761,4.0,1.0,4.0,0.20000000000000004,0.037037037037037035,0.0057803468208092465,0.11111111111111116,0.11175668890323508,0.14814814814814814,9.0,0.2222222222222222,0.012388815113150448,0.30060422960725075,3.3266331658291457,0.02231283549371068,8.0,1.0,8.0,0.11111111111111116,0.037037037037037035,0.0057803468208092465,0.05882352941176471,0.05947245867847462,0.3333333333333333,2,0,7.0,7.0,9,5,2.6666666666666665
graph_3_2_nodes_10_112,16.0,0.10833333333333334,0.030727918909756582,0.4288793103448276,2.3316582914572863,0.12197589412745145,9.0,7.0,1.2857142857142858,0.4375,0.2800000000000001,0.04,0.2800000000000001,0.2841493775933611,0.36,30.0,0.09655172413793103,0.07086095357808468,0.4451901565995526,2.2462311557788945,0.20264957315672888,19.0,11.0,1.7272727272727268,0.3666666666666666,0.4782608695652175,0.06214689265536723,0.22448979591836726,0.2310726804186665,0.8695652173913044,1,3,23.0,23.0,30,16,49.0
graph_4_3_nodes_41_193,9.0,0.0,0.010545407658791582,0.3797709923664122,2.6331658291457285,0.07241916759399326,2.0,7.0,0.2857142857142856,0.7777777777777779,0.6363636363636365,0.037037037037037035,0.6363636363636365,0.6406034909971918,0.0,6.0,0.0,0.004140416612112828,0.34912280701754383,2.864321608040201,0.04048331760899531,3.0,3.0,1.0,0.5,0.09375,0.01785714285714285,0.3333333333333333,0.3351570415400201,0.0,3,0,10.5,11.0,14,6,10.25
graph_1_4_nodes_60_183,10.0,0.25,0.004631903865891778,0.314873417721519,3.1758793969849246,0.04668682657042001,9.0,1.0,9.0,0.10000000000000002,0.04166666666666666,0.005681818181818182,0.05263157894736841,0.053265694356372864,0.2916666666666667,5.0,0.2,0.0017933517078763108,0.2810734463276836,3.557788944723618,0.0033400521260516128,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,4,0,8.2,7.0,13,5,8.559999999999999
graph_3_5_nodes_33_153,9.0,0.1388888888888889,0.00942183235384642,0.3644688644688645,2.7437185929648242,0.04477148440506106,6.0,3.0,2.0,0.3333333333333333,0.1153846153846154,0.01724137931034483,0.20000000000000004,0.20168823860438945,0.2307692307692308,9.0,0.027777777777777776,0.008997289945564672,0.3618181818181818,2.7638190954773867,0.049073887015997256,7.0,2.0,3.5,0.2222222222222223,0.09090909090909093,0.011235955056179777,0.125,0.12612739571589632,0.0,2,0,10.333333333333334,9.0,13,9,3.5555555555555562
graph_3_1_nodes_111_116,6.0,0.13333333333333333,0.005160316882372019,0.3692022263450835,2.7085427135678386,0.0605678486595525,3.0,3.0,1.0,0.5,0.10714285714285714,0.017441860465116282,0.3333333333333333,0.3351863290096767,0.1428571428571428,4.0,0.16666666666666666,0.0016613510575245387,0.3390119250425894,2.949748743718593,0.04643953319695925,3.0,1.0,3.0,0.25,0.027777777777777787,0.006097560975609757,0.1428571428571428,0.14347557204700065,0.08333333333333331,3,0,14.0,11.0,30,4,106.0
graph_1_2_nodes_41_90,7.0,0.19047619047619047,0.013298442291385342,0.30335365853658536,3.2964824120603016,0.012984372038454404,6.0,1.0,6.0,0.1428571428571428,0.037037037037037035,0.0057803468208092465,0.0769230769230769,0.07757032611401546,0.2592592592592592,17.0,0.2095238095238096,0.03768877505058126,0.34488734835355284,2.8994974874371864,0.23496199350617725,15.0,2.0,7.5,0.11764705882352942,0.08333333333333331,0.011363636363636364,0.0625,0.06380890052356024,0.5833333333333334,3,0,10.5,9.5,17,6,19.25
graph_1_1_nodes_89_131,5.0,0.2,0.0108350849227683,0.2922173274596182,3.422110552763819,0.007631233910541015,3.0,2.0,1.5,0.4000000000000001,0.09090909090909093,0.011235955056179777,0.25,0.2513262599469496,0.18181818181818185,7.0,0.19047619047619047,0.010531770933090831,0.31587301587301586,3.1658291457286434,0.01549321539798702,5.0,2.0,2.5,0.2857142857142856,0.09090909090909093,0.011235955056179777,0.16666666666666666,0.16799645390070922,0.2727272727272726,3,0,9.0,7.5,16,5,17.5
graph_3_5_nodes_68_109,25.0,0.08300395256916998,0.054463865565708175,0.4298056155507559,2.3266331658291457,0.1382668962194648,17.0,8.0,2.125,0.32,0.3809523809523811,0.044692737430167585,0.19047619047619047,0.19502164502164507,0.6666666666666665,6.0,0.06666666666666668,0.0064271384295602465,0.3631386861313868,2.753768844221105,0.039283866048664816,3.0,3.0,1.0,0.5,0.1153846153846154,0.01724137931034483,0.3333333333333333,0.33501589082071426,0.0,3,0,13.25,11.0,25,6,62.6875
graph_2_5_nodes_33_180,7.0,0.19047619047619047,0.0038609631799243695,0.3333333333333333,3.0,0.0248963084226984,5.0,2.0,2.5,0.2857142857142856,0.10000000000000002,0.011111111111111106,0.16666666666666666,0.167890656874745,0.25,8.0,0.10714285714285714,0.00838397134638324,0.34608695652173915,2.8894472361809047,0.026143143301188262,6.0,2.0,3.0,0.25,0.05882352941176471,0.012048192771084341,0.1428571428571428,0.14408263305322128,0.14705882352941174,3,0,9.5,9.0,13,7,5.25
graph_1_5_nodes_38_147,16.0,0.2087912087912088,0.026014757707474308,0.3638025594149909,2.748743718592965,0.02221489313346101,14.0,2.0,7.0,0.125,0.08,0.011428571428571429,0.06666666666666665,0.0678614097968937,0.5199999999999998,11.0,0.25,0.006037827427478293,0.32676518883415434,3.0603015075376883,0.01738313835495637,10.0,1.0,10.0,0.09090909090909093,0.045454545454545456,0.005617977528089888,0.04761904761904764,0.048213931616668086,0.4090909090909091,3,0,14.25,13.5,22,8,28.1875
graph_4_2_nodes_74_183,6.0,0.2,0.00206077119755358,0.3678373382624769,2.7185929648241207,0.03771991089259962,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.025000000000000005,8.0,0.10714285714285714,0.003600908864899549,0.381957773512476,2.6180904522613067,0.05358630493512535,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.03500000000000002,3,0,14.5,12.5,27,6,69.25
graph_2_3_nodes_30_141,7.0,0.09523809523809523,0.009504332636364259,0.3638025594149909,2.748743718592965,0.04510773563394567,3.0,4.0,0.75,0.5714285714285712,0.1739130434782608,0.022598870056497185,0.4000000000000001,0.40230414746543786,0.1739130434782608,6.0,0.3333333333333333,0.0035314723706669385,0.3401709401709402,2.939698492462312,0.03899781499756762,5.0,1.0,5.0,0.16666666666666666,0.0434782608695652,0.005649717514124296,0.09090909090909093,0.09148745990851252,0.26086956521739124,2,0,12.333333333333336,7.0,24,6,68.22222222222221
graph_4_2_nodes_4_132,6.0,0.06666666666666668,0.0017583174738546742,0.35663082437275984,2.8040201005025125,0.03181201103356189,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.015000000000000006,10.0,0.13333333333333333,0.005293829816892364,0.388671875,2.5728643216080402,0.0565542536031086,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.03500000000000002,4,0,12.0,10.0,21,6,32.4
graph_2_3_nodes_66_137,5.0,0.3,0.001406695404615064,0.3241042345276873,3.085427135678392,0.055557160709062386,4.0,1.0,4.0,0.20000000000000004,0.04166666666666666,0.005681818181818182,0.11111111111111116,0.11168881186212204,0.20833333333333331,5.0,0.0,0.0011471248185961158,0.3214862681744749,3.110552763819096,0.02262697330621975,4.0,1.0,4.0,0.20000000000000004,0.037037037037037035,0.0057803468208092465,0.11111111111111116,0.11168881186212204,0.0,4,0,10.0,12.0,15,5,17.6
graph_3_4_nodes_64_154,11.0,0.14545454545454545,0.01403782979963396,0.3849129593810445,2.597989949748744,0.11950581661693968,7.0,4.0,1.75,0.3636363636363637,0.13793103448275865,0.023391812865497068,0.2222222222222223,0.2247830416844501,0.2413793103448275,8.0,0.14285714285714285,0.007460210882585193,0.35727109515260325,2.798994974874372,0.08481232140160225,7.0,1.0,7.0,0.125,0.03448275862068966,0.005847953216374268,0.06666666666666665,0.06730810348514002,0.2413793103448275,1,1,9.5,9.5,11,8,2.25
graph_1_1_nodes_25_96,8.0,0.3928571428571429,0.0016449475634948483,0.30381679389312977,3.2914572864321614,0.14964627996976532,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.28125,12.0,0.2,0.011939770557040857,0.3114241001564945,3.2110552763819094,0.020720146832576967,11.0,1.0,11.0,0.08333333333333331,0.045454545454545456,0.005617977528089888,0.0434782608695652,0.04414895168110111,0.4090909090909091,4,0,11.0,11.0,20,4,28.0
