,Degree_A,Clustering Coefficient_A,Betweenness_A,Closeness_A,Shortest Path_A,Eigenvector_A,E In_A,E Out_A,E In Over E Out_A,ODF_A,Expansion_A,Cut Ratio_A,Conductance_A,Normalised Cut_A,Triangle Participation_A,Degree_B,Clustering Coefficient_B,Betweenness_B,Closeness_B,Shortest Path_B,Eigenvector_B,E In_B,E Out_B,E In Over E Out_B,ODF_B,Expansion_B,Cut Ratio_B,Conductance_B,Normalised Cut_B,Triangle Participation_B,Shortest Path Length,Triadic Closure,Mean Deg. on Path,Median Deg. on Path,Max Deg. on Path,Min Deg. on Path,Var of Deg. on Path
graph_3_5_nodes_48_145,14.0,0.17582417582417584,0.01539316309218795,0.4069529652351738,2.4572864321608043,0.12154768939618125,10.0,4.0,2.5,0.2857142857142857,0.2,0.022222222222222227,0.16666666666666666,0.16892655367231638,0.55,8.0,0.14285714285714285,0.006740327155908786,0.3436960276338515,2.9095477386934667,0.03418542680747349,6.0,2.0,3.0,0.25,0.09523809523809523,0.0111731843575419,0.14285714285714285,0.14398326898326896,0.2857142857142857,3,0,10.5,10.0,14,8,6.75
graph_1_2_nodes_70_151,7.0,0.2857142857142857,0.0037797730706664173,0.30197268588770865,3.3115577889447234,0.041212233040675526,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.25,10.0,0.24444444444444444,0.011600111198002694,0.3173843700159489,3.150753768844221,0.09246109886717477,9.0,1.0,9.0,0.1,0.03225806451612903,0.005917159763313609,0.05263157894736842,0.05328135152696556,0.3225806451612903,4,0,9.2,7.0,17,6,17.36
graph_4_2_nodes_20_152,6.0,0.26666666666666666,0.0019675654606531533,0.37335834896810505,2.6783919597989962,0.0444495446620716,3.0,3.0,1.0,0.5,0.12,0.017142857142857144,0.3333333333333333,0.33489339573582944,0.16,8.0,0.03571428571428571,0.004119979736180029,0.3932806324110672,2.5427135678391957,0.05018171346632705,2.0,6.0,0.3333333333333333,0.75,0.24,0.03428571428571429,0.6,0.6031120331950207,0.0,2,0,10.666666666666666,8.0,18,6,27.555555555555557
graph_2_5_nodes_79_144,5.0,0.1,0.002861895498673441,0.3390119250425894,2.949748743718593,0.02516346943247507,3.0,2.0,1.5,0.4,0.09523809523809523,0.0111731843575419,0.25,0.2512210012210012,0.14285714285714285,9.0,0.08333333333333333,0.00876857562169643,0.3644688644688645,2.743718592964824,0.07045866294987647,7.0,2.0,3.5,0.2222222222222222,0.09523809523809523,0.0111731843575419,0.125,0.12622699386503067,0.2380952380952381,3,0,12.25,8.0,28,5,84.6875
graph_2_1_nodes_36_194,11.0,0.16363636363636366,0.014891730382245475,0.3631386861313868,2.753768844221105,0.04794679068093042,8.0,3.0,2.6666666666666665,0.2727272727272727,0.15,0.016666666666666666,0.15789473684210525,0.15968578161822464,0.4,8.0,0.10714285714285714,0.009904314716851412,0.37265917602996257,2.6834170854271355,0.0496091226422023,4.0,4.0,1.0,0.5,0.13333333333333333,0.023529411764705882,0.3333333333333333,0.3357086302454473,0.13333333333333333,2,0,8.333333333333334,8.0,11,6,4.2222222222222205
graph_2_5_nodes_106_197,9.0,0.08333333333333333,0.007894301608216952,0.34608695652173915,2.8894472361809047,0.03900568435940282,5.0,4.0,1.25,0.4444444444444444,0.19047619047619047,0.0223463687150838,0.2857142857142857,0.28815927348934683,0.2380952380952381,7.0,0.14285714285714285,0.007214483036792887,0.3442906574394464,2.9045226130653266,0.02446155375371733,4.0,3.0,1.3333333333333333,0.42857142857142855,0.0967741935483871,0.017751479289940832,0.2727272727272727,0.2745598933747987,0.16129032258064516,2,0,8.666666666666666,9.0,10,7,1.5555555555555556
graph_2_4_nodes_90_177,4.0,0.16666666666666666,0.0008515561915036612,0.2965722801788376,3.371859296482412,0.01518461446598652,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.15,8.0,0.25,0.008746070809708751,0.3658088235294117,2.7336683417085426,0.09663093388593452,6.0,2.0,3.0,0.25,0.09090909090909093,0.011235955056179777,0.14285714285714285,0.14407073509015256,0.2727272727272727,3,0,7.5,8.0,10,4,4.75
graph_1_5_nodes_32_78,6.0,0.4666666666666667,0.0011953059674889575,0.2983508245877061,3.3517587939698488,0.010273905932085586,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,7.0,0.19047619047619047,0.008807960847366509,0.3220064724919094,3.1055276381909547,0.016467993391236037,5.0,2.0,2.5,0.2857142857142857,0.07142857142857142,0.011627906976744186,0.16666666666666666,0.16784869976359335,0.17857142857142858,4,0,13.4,8.0,27,6,68.24000000000001
graph_1_4_nodes_25_117,8.0,0.10714285714285714,0.010614705673515138,0.319935691318328,3.1256281407035176,0.03206696048443106,6.0,2.0,3.0,0.25,0.08333333333333333,0.011363636363636364,0.14285714285714285,0.14411976911976912,0.16666666666666666,5.0,0.1,0.0038933008458680025,0.3099688473520249,3.226130653266332,0.018693057748036628,4.0,1.0,4.0,0.2,0.04166666666666666,0.005681818181818182,0.1111111111111111,0.11174123083385842,0.125,3,0,7.0,7.5,8,5,1.5
graph_2_2_nodes_42_52,5.0,0.2,0.0029679283748793345,0.3547237076648841,2.8190954773869352,0.07107620501650846,1.0,4.0,0.25,0.8,0.125,0.023809523809523808,0.6666666666666666,0.6690676270508203,0.0,11.0,0.18181818181818185,0.009012950550740395,0.35855855855855856,2.7889447236180898,0.11006712236903206,9.0,2.0,4.5,0.18181818181818185,0.06666666666666668,0.011764705882352941,0.1,0.10121359223300973,0.3333333333333333,2,0,16.333333333333332,11.0,33,5,144.8888888888889
graph_1_2_nodes_41_60,7.0,0.19047619047619047,0.013298442291385342,0.30335365853658536,3.2964824120603016,0.012984372038454404,6.0,1.0,6.0,0.14285714285714285,0.037037037037037035,0.0057803468208092465,0.07692307692307693,0.07757032611401543,0.25925925925925924,8.0,0.21428571428571427,0.007759510781905021,0.3094867807153966,3.2311557788944723,0.054961508334131916,6.0,2.0,3.0,0.25,0.07142857142857142,0.011627906976744186,0.14285714285714285,0.1441508039179449,0.25,4,0,8.6,8.0,11,7,1.84
graph_1_2_nodes_120_198,4.0,0.3333333333333333,0.0009505134397511332,0.27871148459383754,3.5879396984924625,0.006248666828398453,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.2272727272727273,8.0,0.42857142857142855,0.009140473967851928,0.31942215088282505,3.130653266331658,0.08778480232097252,7.0,1.0,7.0,0.125,0.03225806451612903,0.005917159763313609,0.06666666666666668,0.0673147548066537,0.25806451612903225,4,0,8.8,8.0,14,4,11.76
graph_1_2_nodes_49_191,5.0,0.0,0.013682563209168212,0.3184,3.1407035175879403,0.015649405776955533,3.0,2.0,1.5,0.4,0.07407407407407407,0.011560693641618495,0.25,0.25128865979381443,0.0,9.0,0.25,0.00956324354355025,0.3220064724919094,3.1055276381909547,0.06969825534977983,8.0,1.0,8.0,0.1111111111111111,0.03571428571428571,0.005813953488372093,0.05882352941176471,0.059472458678474636,0.32142857142857145,4,0,12.4,15.0,17,5,21.44
graph_4_5_nodes_28_161,4.0,0.0,0.001125155869457728,0.3273026315789473,3.055276381909548,0.02660265098810082,0.0,4.0,0.0,1.0,0.13793103448275862,0.023391812865497075,1.0,1.0024752475247525,0.0,8.0,0.03571428571428571,0.009150164158780243,0.3671586715867159,2.7236180904522613,0.0511410380700903,3.0,5.0,0.6,0.625,0.17857142857142858,0.02906976744186046,0.4545454545454545,0.4576491168669939,0.10714285714285714,3,0,8.0,8.0,12,4,8.0
graph_4_1_nodes_58_152,7.0,0.09523809523809523,0.004739547182430971,0.3678373382624769,2.7185929648241207,0.04069794635496887,3.0,4.0,0.75,0.5714285714285714,0.14814814814814814,0.023121387283237003,0.4,0.4022988505747127,0.0,6.0,0.06666666666666668,0.0029430424333085825,0.3618181818181818,2.7638190954773867,0.04072273126029124,2.0,4.0,0.5,0.6666666666666666,0.14285714285714285,0.02325581395348837,0.5,0.5022962112514351,0.10714285714285714,3,0,10.0,9.5,15,6,13.5
graph_2_3_nodes_100_185,7.0,0.19047619047619047,0.007712725344618776,0.3740601503759399,2.6733668341708543,0.06541206772074314,4.0,3.0,1.3333333333333333,0.42857142857142855,0.1111111111111111,0.017341040462427744,0.2727272727272727,0.2744583748622987,0.1851851851851852,11.0,0.2181818181818181,0.009954381754223716,0.3618181818181818,2.7638190954773867,0.05731338163502929,9.0,2.0,4.5,0.18181818181818185,0.07407407407407407,0.011560693641618495,0.1,0.10116144018583044,0.3703703703703704,2,0,8.666666666666666,8.0,11,7,2.8888888888888893
graph_2_1_nodes_3_149,10.0,0.2,0.008549525662898976,0.3678373382624769,2.7185929648241207,0.07144659024878622,7.0,3.0,2.333333333333333,0.3,0.13636363636363635,0.016853932584269662,0.17647058823529413,0.1782594970009471,0.3636363636363637,11.0,0.2363636363636364,0.014601076744436085,0.3761814744801512,2.6582914572864316,0.1300995385114308,8.0,3.0,2.6666666666666665,0.2727272727272727,0.1,0.017647058823529408,0.15789473684210525,0.15968578161822464,0.3,3,0,17.0,10.5,38,9,147.5
graph_2_2_nodes_184_186,6.0,0.3333333333333333,0.0016460297707583955,0.3338926174496644,2.9949748743718594,0.0513383972750484,5.0,1.0,5.0,0.16666666666666666,0.03225806451612903,0.005917159763313609,0.09090909090909093,0.09151332051634167,0.1935483870967742,8.0,0.17857142857142858,0.005980509348347861,0.34973637961335674,2.8592964824120597,0.04969161805287318,6.0,2.0,3.0,0.25,0.0625,0.011904761904761904,0.14285714285714285,0.14406633269994815,0.21875,3,0,11.75,8.0,25,6,59.1875
graph_1_1_nodes_116_186,4.0,0.16666666666666666,0.0003329677479288011,0.2468982630272953,4.050251256281407,0.005300367328688303,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.1,7.0,0.2857142857142857,0.00930197493177122,0.3153724247226624,3.1708542713567835,0.01715943280634899,6.0,1.0,6.0,0.14285714285714285,0.04166666666666666,0.005681818181818182,0.07692307692307693,0.07758929944139804,0.2916666666666667,4,0,6.8,7.0,9,4,2.9600000000000004
graph_4_1_nodes_140_146,10.0,0.14285714285714285,0.005295578910404279,0.388671875,2.57286432160804,0.08454807709844278,6.0,4.0,1.5,0.4,0.18181818181818185,0.02247191011235955,0.25,0.2523068050749712,0.2272727272727273,13.0,0.08974358974358974,0.014600642195909909,0.4036511156186613,2.477386934673367,0.08131281689332914,7.0,6.0,1.1666666666666667,0.4615384615384616,0.21428571428571427,0.034883720930232565,0.3,0.30346020761245673,0.21428571428571427,3,0,14.75,11.5,27,9,52.1875
graph_4_2_nodes_9_125,13.0,0.03636363636363636,0.010525573560215716,0.41200828157349895,2.42713567839196,0.0754620227698419,6.0,7.0,0.8571428571428571,0.5384615384615384,0.2916666666666667,0.03977272727272727,0.3684210526315789,0.3720649880818652,0.125,6.0,0.06666666666666668,0.002296936051346017,0.3740601503759399,2.6733668341708543,0.03842325777420042,0.0,6.0,0.0,1.0,0.1935483870967742,0.035502958579881665,1.0,1.0031055900621118,0.0,1,0,9.5,9.5,13,6,12.25
graph_1_3_nodes_84_159,8.0,0.17857142857142858,0.01172138103516159,0.32463295269168024,3.080402010050252,0.014932895577575218,6.0,2.0,3.0,0.25,0.09523809523809523,0.0111731843575419,0.14285714285714285,0.14405331510594668,0.3333333333333333,12.0,0.4222222222222222,0.004382926571692375,0.33843537414965985,2.9547738693467336,0.1876831498937644,12.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.3793103448275862,4,0,9.8,9.0,13,7,5.359999999999999
graph_3_3_nodes_21_154,12.0,0.13636363636363635,0.02203960339159777,0.40529531568228105,2.4673366834170856,0.10751328939173917,8.0,4.0,2.0,0.3333333333333333,0.14814814814814814,0.023121387283237003,0.2,0.2025220680958386,0.25925925925925924,10.0,0.04444444444444445,0.014760794227071296,0.3685185185185185,2.7135678391959797,0.050288326658427036,6.0,4.0,1.5,0.4,0.14285714285714285,0.02325581395348837,0.25,0.25251572327044025,0.14285714285714285,3,0,15.0,11.5,27,10,48.5
graph_2_1_nodes_37_99,6.0,0.06666666666666668,0.00653263245747285,0.3128930817610063,3.1959798994974875,0.014846289592069328,4.0,2.0,2.0,0.3333333333333333,0.08695652173913042,0.011299435028248588,0.2,0.2011890606420928,0.13043478260869565,5.0,0.1,0.0022014346977063254,0.3278418451400329,3.050251256281407,0.017347319828758558,4.0,1.0,4.0,0.2,0.03333333333333333,0.005882352941176471,0.1111111111111111,0.11170599510873157,0.1,4,0,8.4,7.0,15,5,12.64
graph_4_5_nodes_93_102,4.0,0.16666666666666666,0.0015213223313357298,0.3390119250425894,2.949748743718593,0.030701110738180763,1.0,3.0,0.3333333333333333,0.75,0.10344827586206896,0.017543859649122806,0.6,0.6018598884066956,0.0,5.0,0.1,0.004280475415381888,0.3638025594149909,2.748743718592965,0.05684406894173174,2.0,3.0,0.6666666666666666,0.6,0.1153846153846154,0.017241379310344827,0.42857142857142855,0.4304336259643522,0.1153846153846154,3,0,11.5,6.5,29,4,104.25
graph_4_1_nodes_66_112,6.0,0.0,0.003075860850128513,0.3719626168224299,2.6884422110552766,0.04053227964440585,3.0,3.0,1.0,0.5,0.10714285714285714,0.017441860465116282,0.3333333333333333,0.3350584627180372,0.0,8.0,0.0,0.006499214065368112,0.3644688644688645,2.743718592964824,0.0361572729686513,4.0,4.0,1.0,0.5,0.15384615384615385,0.02298850574712644,0.3333333333333333,0.33563482930571537,0.0,2,0,9.0,8.0,13,6,8.666666666666666
graph_1_3_nodes_3_41,10.0,0.2222222222222222,0.008627192510178485,0.3163751987281399,3.1608040201005023,0.03243366362142513,9.0,1.0,9.0,0.1,0.03448275862068965,0.005847953216374269,0.05263157894736842,0.05323217954796902,0.3103448275862069,8.0,0.32142857142857145,0.008434107495100904,0.2996987951807229,3.336683417085427,0.012838128485266371,7.0,1.0,7.0,0.125,0.038461538461538464,0.005747126436781609,0.06666666666666668,0.06726582784102257,0.3076923076923077,4,0,8.4,8.0,10,7,1.0399999999999998
graph_2_4_nodes_2_112,12.0,0.2424242424242425,0.012107659124388407,0.3503521126760563,2.8542713567839195,0.05325083291310336,10.0,2.0,5.0,0.16666666666666666,0.1,0.011111111111111113,0.09090909090909093,0.09212860310421286,0.55,5.0,0.2,0.004983483584700232,0.33614864864864863,2.9748743718592965,0.0287906749088432,3.0,2.0,1.5,0.4,0.08333333333333333,0.011363636363636364,0.25,0.2512091898428053,0.16666666666666666,3,0,10.25,11.5,13,5,9.6875
graph_3_5_nodes_38_69,8.0,0.07142857142857142,0.006605626564958747,0.3624772313296904,2.758793969849246,0.05556750338942429,5.0,3.0,1.6666666666666667,0.375,0.12,0.017142857142857144,0.2307692307692308,0.23245557141004025,0.12,5.0,0.2,0.0011462375368819972,0.3209677419354839,3.1155778894472363,0.019960403706787047,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.2083333333333333,3,0,7.75,8.5,9,5,2.6875
graph_4_2_nodes_28_102,6.0,0.2,0.0024206483008903106,0.3685185185185185,2.7135678391959797,0.03395831294174165,4.0,2.0,2.0,0.3333333333333333,0.07692307692307693,0.011494252873563218,0.2,0.20104166666666667,0.15384615384615385,7.0,0.09523809523809523,0.0025260068901763987,0.37265917602996257,2.6834170854271355,0.039760349512980936,3.0,4.0,0.75,0.5714285714285714,0.16666666666666666,0.022727272727272728,0.4,0.4020790020790021,0.0,3,0,10.25,7.5,20,6,32.1875
graph_1_3_nodes_35_163,11.0,0.4,0.014558096205156794,0.33445378151260496,2.9899497487437188,0.0395398332616793,10.0,1.0,10.0,0.09090909090909093,0.043478260869565216,0.005649717514124294,0.047619047619047616,0.0482203705294505,0.4782608695652174,7.0,0.2380952380952381,0.009059237863986384,0.30335365853658536,3.2964824120603016,0.013197283279312836,6.0,1.0,6.0,0.14285714285714285,0.038461538461538464,0.005747126436781609,0.07692307692307693,0.07752152096855867,0.2692307692307692,4,0,11.4,11.0,17,7,11.84
graph_1_4_nodes_32_153,8.0,0.32142857142857145,0.009459505568962143,0.3173843700159489,3.150753768844221,0.02558601534019838,7.0,1.0,7.0,0.125,0.047619047619047616,0.00558659217877095,0.06666666666666668,0.06729917773561038,0.3809523809523809,11.0,0.2181818181818181,0.015888185167660874,0.32676518883415434,3.0603015075376883,0.02082349307261425,10.0,1.0,10.0,0.09090909090909093,0.03333333333333333,0.005882352941176471,0.047619047619047616,0.04825396825396825,0.3666666666666665,3,0,9.25,9.5,13,5,9.1875
graph_3_1_nodes_19_33,6.0,0.06666666666666668,0.005479311916554362,0.33671742808798644,2.969849246231156,0.02593491750413884,3.0,3.0,1.0,0.5,0.14285714285714285,0.01675977653631285,0.3333333333333333,0.3351863290096767,0.14285714285714285,9.0,0.19444444444444445,0.005613147203091091,0.3705772811918063,2.6984924623115583,0.09923904179844924,7.0,2.0,3.5,0.2222222222222222,0.06896551724137931,0.011695906432748536,0.125,0.12624223602484472,0.2413793103448276,4,0,8.2,7.0,14,5,10.16
graph_1_4_nodes_144_177,13.0,0.15384615384615385,0.031103707946507717,0.32892561983471075,3.0402010050251262,0.021243191996420205,11.0,2.0,5.5,0.15384615384615385,0.08333333333333333,0.011363636363636364,0.08333333333333333,0.08460398136382888,0.4583333333333333,10.0,0.1111111111111111,0.027282067698086183,0.3485113835376533,2.869346733668342,0.03157129405849543,7.0,3.0,2.333333333333333,0.3,0.125,0.017045454545454544,0.17647058823529413,0.1783657240533611,0.2916666666666667,4,0,13.0,10.0,28,7,61.2
graph_2_1_nodes_120_144,6.0,0.3333333333333333,0.0018336155214214109,0.32463295269168024,3.080402010050252,0.02370082984476885,5.0,1.0,5.0,0.16666666666666666,0.05,0.005555555555555557,0.09090909090909093,0.09150468352374247,0.3,6.0,0.0,0.005351815279132208,0.35346358792184723,2.8291457286432165,0.042868802209544615,3.0,3.0,1.0,0.5,0.1111111111111111,0.017341040462427744,0.3333333333333333,0.3351137487636004,0.0,3,0,6.75,6.5,8,6,0.6875
graph_4_1_nodes_1_131,13.0,0.0641025641025641,0.015061039102824353,0.3964143426294821,2.522613065326633,0.07230934267550476,6.0,7.0,0.8571428571428571,0.5384615384615384,0.3181818181818182,0.03932584269662921,0.3684210526315789,0.37245098930400267,0.0,12.0,0.0,0.011812493307229029,0.3864077669902913,2.5879396984924625,0.059832410488774614,6.0,6.0,1.0,0.5,0.2307692307692308,0.03448275862068965,0.3333333333333333,0.33678955453149,0.0,2,0,11.0,12.0,13,8,4.666666666666667
graph_1_3_nodes_1_10,8.0,0.10714285714285714,0.017701096138346792,0.31338582677165355,3.190954773869347,0.0120124513889186,7.0,1.0,7.0,0.125,0.038461538461538464,0.005747126436781609,0.06666666666666668,0.06726582784102257,0.2307692307692308,9.0,0.3611111111111111,0.005939478506665116,0.3109375,3.2160804020100504,0.05591121471509218,8.0,1.0,8.0,0.1111111111111111,0.043478260869565216,0.005649717514124294,0.05882352941176471,0.0594234094357599,0.39130434782608703,4,0,8.6,9.0,10,7,1.04
graph_3_5_nodes_25_96,12.0,0.09090909090909093,0.011585510846379508,0.38943248532289626,2.5678391959799,0.10090619903736027,8.0,4.0,2.0,0.3333333333333333,0.17391304347826084,0.022598870056497168,0.2,0.20225479143179256,0.3043478260869565,12.0,0.060606060606060615,0.017565995573116416,0.3956262425447316,2.527638190954774,0.09123733698862392,5.0,7.0,0.7142857142857143,0.5833333333333334,0.3043478260869565,0.03954802259887006,0.4117647058823529,0.41569067335290816,0.17391304347826084,2,0,13.333333333333336,12.0,16,12,3.555555555555556
graph_3_4_nodes_126_160,5.0,0.0,0.0026924051290324073,0.3431034482758621,2.914572864321608,0.03990460766165333,1.0,4.0,0.25,0.8,0.16666666666666666,0.022727272727272728,0.6666666666666666,0.6692079627276577,0.0,5.0,0.1,0.005373585812273495,0.34912280701754383,2.864321608040201,0.05410457100145023,2.0,3.0,0.6666666666666666,0.6,0.0967741935483871,0.017751479289940832,0.42857142857142855,0.4304810402837137,0.0,3,0,13.75,8.5,33,5,131.6875
graph_1_2_nodes_60_70,8.0,0.21428571428571427,0.007759510781905021,0.3094867807153966,3.2311557788944723,0.054961508334131916,6.0,2.0,3.0,0.25,0.07142857142857142,0.011627906976744186,0.14285714285714285,0.1441508039179449,0.25,7.0,0.2857142857142857,0.0037797730706664173,0.30197268588770865,3.3115577889447234,0.041212233040675526,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.25,2,0,12.333333333333336,8.0,22,7,46.88888888888889
graph_2_2_nodes_79_91,6.0,0.26666666666666666,0.003538154336663583,0.35159010600706714,2.8442211055276383,0.04817163745547466,4.0,2.0,2.0,0.3333333333333333,0.06896551724137931,0.011695906432748536,0.2,0.2012062726176116,0.1724137931034483,9.0,0.16666666666666666,0.007864752280945648,0.3522123893805309,2.8391959798994977,0.04691996210780476,7.0,2.0,3.5,0.2222222222222222,0.06896551724137931,0.011695906432748536,0.125,0.12621065375302665,0.2413793103448276,3,0,13.5,7.5,33,6,128.25
graph_2_4_nodes_59_106,7.0,0.19047619047619047,0.007120380383931414,0.3605072463768116,2.7738693467336684,0.09988553491923507,4.0,3.0,1.3333333333333333,0.42857142857142855,0.13636363636363635,0.016853932584269662,0.2727272727272727,0.2745421547599406,0.2272727272727273,6.0,0.06666666666666668,0.007596292190077358,0.33445378151260496,2.9899497487437188,0.02998580599391631,4.0,2.0,2.0,0.3333333333333333,0.09090909090909093,0.011235955056179777,0.2,0.20121065375302666,0.13636363636363635,3,0,12.75,10.0,25,6,57.1875
